924

1184 305 58 4
1164 50 57 4
1110 57 44 4
1109 146 110 5
1103 341 66 4
1070 160 46 4
993 62 66 5
991 316 40 2
984 177 115 5
940 300 87 5
934 446 71 5
920 260 22 2
894 212 59 4
872 46 55 5
847 13 30 3
832 350 55 4
769 362 13 1
767 400 83 4
759 428 28 4
714 207 86 5
700 63 45 3
688 44 65 4
683 324 33 2
657 113 57 4
656 447 55 4
650 25 50 4
617 95 41 4
597 22 47 4
582 175 66 5
527 248 22 2
510 238 38 4
460 266 61 4
458 478 41 3
411 227 54 4
394 338 54 4
390 138 29 3
389 456 71 4
373 161 102 5
343 163 32 3
314 129 40 4
290 79 12 2
274 389 84 5
242 211 101 4
236 172 41 4
161 54 32 1
158 261 21 1
142 134 77 4
103 442 20 2
78 155 76 5
72 382 81 4
49 304 28 2
46 53 64 4
22 298 62 4
759 837 961 84 20 4
759 751 758 451 11 4
759 751 755 40 24 4
724 917 948 417 37 5
724 917 947 178 7 5
724 725 748 270 19 5
724 721 729 162 6 5
724 721 728 312 38 5
724 696 708 396 9 5
714 645 828 373 6 5
700 695 705 77 3 3
700 695 701 154 15 3
688 670 692 14 11 4
688 354 1004 310 4 4
657 643 661 335 4 4
657 643 660 406 9 4
657 643 658 313 17 4
656 643 658 313 10 4
656 643 655 164 6 4
650 642 652 149 25 4
650 642 649 258 11 4
627 845 868 94 4 5
627 639 424 467 5 5
627 626 634 137 18 5
627 626 633 208 2 5
627 581 609 106 2 5
627 581 607 210 5 5
627 581 606 342 10 5
627 525 528 452 2 5
627 321 328 367 16 5
627 311 318 297 15 5
627 87 99 421 1 5
627 36 43 131 4 5
627 36 42 5 10 5
617 879 967 205 2 4
617 611 619 48 17 4
617 611 618 126 11 4
615 404 983 165 10 1
615 174 1156 412 10 1
582 575 586 80 6 5
582 575 584 346 10 5
577 1185 1191 122 3 4
577 670 691 368 7 4
577 579 599 236 20 4
577 578 594 264 16 4
577 578 593 0 4 4
577 397 410 466 11 4
577 321 328 367 3 4
577 310 313 281 4 4
577 108 124 445 13 4
577 6 34 52 8 4
557 952 969 359 28 5
557 952 967 205 4 5
557 782 792 19 20 5
556 995 998 24 15 5
556 781 788 290 1 5
556 781 786 416 17 5
556 576 590 120 9 5
556 576 589 465 15 5
556 576 587 139 1 5
556 562 726 108 9 5
556 562 506 11 13 5
556 193 209 379 29 5
556 193 208 121 3 5
538 643 655 164 12 5
538 620 624 427 3 5
538 581 606 342 4 5
538 525 528 452 4 5
538 356 369 59 16 5
538 356 365 100 17 5
538 193 208 121 28 5
538 3 20 228 18 5
538 3 19 47 14 5
527 525 528 452 3 2
526 1186 1196 253 12 5
526 995 998 24 1 5
526 955 983 165 1 5
526 466 481 18 5 5
526 466 480 144 12 5
526 395 403 167 17 5
526 395 401 232 1 5
526 297 309 375 2 5
526 297 308 111 21 5
526 297 306 273 9 5
515 1016 1028 393 22 5
515 770 775 219 11 5
515 667 682 299 21 5
515 517 848 358 8 5
515 320 326 93 20 5
515 275 284 221 4 5
515 249 269 274 2 5
515 249 267 117 8 5
515 106 111 318 22 5
510 497 509 404 4 4
510 497 508 440 12 4
498 771 779 148 17 5
498 570 573 397 14 5
498 570 572 295 18 5
498 513 1142 434 4 5
498 512 1060 289 2 5
498 448 464 70 22 5
498 356 365 100 4 5
498 350 351 370 14 5
495 1055 1060 289 5 5
495 504 68 187 23 5
495 418 433 390 1 5
495 418 432 333 13 5
495 418 428 182 7 5
495 418 427 37 8 5
495 225 233 166 9 5
495 225 232 475 19 5
495 225 230 381 10 5
495 225 229 269 5 5
495 51 61 439 12 5
470 913 932 468 15 5
470 913 931 363 6 5
470 841 850 398 28 5
470 841 849 257 13 5
470 570 572 295 12 5
470 570 571 218 5 5
470 536 549 171 8 5
470 465 476 16 21 5
470 465 472 89 9 5
470 465 471 284 13 5
469 1118 1135 458 36 5
469 780 784 355 13 5
469 698 712 376 19 5
469 698 711 127 9 5
469 87 99 421 6 5
469 87 97 463 16 5
467 483 728 312 3 5
467 483 599 236 9 5
467 468 491 278 10 5
467 332 346 3 14 5
460 447 463 201 2 4
460 447 462 462 8 4
436 1153 1169 246 27 5
436 885 908 216 6 5
436 667 682 299 14 5
436 620 624 427 1 5
436 575 584 346 3 5
436 440 1066 125 10 5
436 440 1051 263 2 5
436 211 217 255 5 5
416 1151 1161 408 3 5
416 610 612 1 30 5
416 579 599 236 7 5
416 332 346 3 10 5
416 320 324 7 21 5
416 320 323 132 11 5
411 244 361 49 13 4
396 1092 1102 181 26 5
396 1092 1101 344 2 5
396 1092 1100 418 10 5
396 915 936 332 2 5
396 884 905 378 7 5
396 380 383 75 19 5
394 382 392 141 27 4
389 381 388 180 13 4
373 1084 138 158 2 5
373 357 375 143 2 5
373 357 374 454 9 5
373 347 981 116 8 5
359 1000 1004 310 13 5
359 995 998 24 30 5
359 995 997 277 9 5
359 570 571 218 8 5
359 357 374 454 33 5
359 355 361 49 8 5
359 127 155 192 33 5
359 127 151 98 5 5
343 331 345 58 7 3
314 996 455 191 13 4
290 1146 796 307 10 2
290 276 287 88 14 2
290 276 286 213 16 2
278 802 818 323 1 5
278 667 682 299 9 5
278 667 681 124 9 5
278 667 678 469 6 5
278 667 677 366 4 5
278 496 506 11 6 5
278 294 797 183 29 5
278 293 932 468 16 5
278 275 284 221 20 5
278 275 281 176 6 5
278 176 187 476 13 5
274 928 986 380 21 5
274 250 272 433 24 5
246 252 75 360 15 5
246 248 264 326 24 5
246 51 61 439 2 5
210 1170 1173 472 27 5
210 1016 1028 393 3 5
210 1016 1025 119 14 5
210 578 593 0 13 5
190 1034 1054 153 8 5
190 1034 1052 69 10 5
190 1034 1051 263 3 5
190 800 808 337 1 5
190 782 791 156 4 5
190 782 790 72 3 5
190 782 789 443 26 5
190 625 628 423 8 5
190 435 437 217 18 5
190 193 207 214 8 5
177 1000 1004 310 5 5
177 1000 1003 39 13 5
177 176 187 476 7 5
177 176 186 473 4 5
177 175 184 267 7 5
152 127 151 98 8 0
132 1058 1073 81 3 5
132 1058 1072 357 4 5
132 1058 1071 276 3 5
132 950 959 26 5 5
132 191 198 330 1 5
132 134 170 325 23 5
132 134 169 200 22 5
132 128 156 450 6 5
132 125 139 12 4 5
126 1116 1126 157 20 5
126 620 624 427 29 5
126 535 543 128 3 5
126 535 542 256 1 5
126 227 239 464 6 5
126 227 237 292 5 5
126 134 169 200 1 5
126 131 162 365 4 5
126 130 160 243 3 5
107 915 936 332 5 5
107 752 762 142 25 5
107 752 761 353 14 5
107 516 524 395 3 5
107 516 523 110 23 5
107 516 522 271 5 5
107 516 519 309 8 5
107 86 96 61 26 5
107 86 95 237 5 5
105 783 798 471 2 5
105 783 796 307 5 5
105 783 795 8 1 5
105 783 794 372 9 5
105 783 793 67 1 5
105 570 571 218 17 5
105 191 198 330 27 5
72 1012 383 75 21 4
72 53 73 455 6 4
72 53 69 196 15 4
56 995 997 277 7 4
56 276 286 213 17 4
56 84 424 467 15 4
55 910 918 386 9 5
55 723 737 235 5 5
55 723 736 56 3 5
55 193 207 214 11 5
52 65 14 317 21 5
52 62 678 469 10 5
49 45 48 327 6 2
49 45 47 85 2 2
46 439 1149 410 8 4
46 45 47 85 4 4
22 1010 681 124 6 4
22 4 21 459 18 4
2 1121 1149 410 3 5
2 175 184 267 6 5
2 175 183 441 1 5
1184 1172 212 220 437 2 4
1184 1172 212 219 33 27 4
1110 1094 1113 571 218 4 4
1110 1094 806 834 184 10 4
1110 1094 806 833 136 8 4
1110 943 916 942 409 2 4
1080 85 225 229 269 3 5
1076 1059 576 587 139 6 1
1070 1057 842 854 123 2 4
1070 1057 842 853 296 1 4
1056 954 975 748 270 8 5
1017 1171 295 300 145 4 5
1017 1015 1021 507 331 9 5
1017 1015 841 849 257 6 5
1017 1001 626 633 208 6 5
1017 0 447 462 462 4 5
1017 0 5 28 314 14 5
1002 1117 1131 135 249 8 5
1002 1117 956 988 272 12 5
1002 1081 1055 1060 289 10 5
1002 557 782 789 443 10 5
1002 557 536 549 171 7 5
1002 557 108 124 445 1 5
1002 557 108 122 302 1 5
1002 557 108 121 215 21 5
991 958 956 988 272 5 2
991 958 955 983 165 5 2
991 958 951 962 414 1 2
991 602 580 601 76 6 2
970 953 956 988 272 3 1
920 911 398 412 392 9 2
912 720 727 118 169 1 5
912 720 667 677 366 4 5
894 881 36 42 5 13 4
894 881 36 41 262 3 4
894 881 36 40 419 11 4
872 870 212 219 33 6 5
872 870 212 218 234 12 5
872 870 176 186 473 14 5
847 840 1185 1191 122 4 3
847 840 1185 1190 245 9 3
847 732 722 730 240 5 3
804 1033 1034 1051 263 6 5
804 1033 1034 1050 425 7 5
804 1033 1034 1049 99 4 5
804 1033 445 453 374 20 5
804 801 802 818 323 2 5
804 801 800 808 337 3 5
759 751 757 428 182 15 4
724 720 667 677 366 2 5
724 696 418 426 4 7 5
724 296 447 462 462 16 5
724 296 303 1139 151 6 5
714 699 718 784 355 12 5
700 1075 1058 1071 276 5 3
683 814 802 818 323 5 2
683 814 802 817 21 1 2
683 814 802 815 9 2 2
650 642 358 377 188 7 4
627 845 869 776 283 10 5
627 665 955 983 165 2 5
627 311 1153 1169 246 3 5
627 311 570 571 218 2 5
627 311 317 1072 357 1 5
627 311 316 198 330 3 5
617 611 1185 1190 245 5 4
617 611 576 587 139 2 4
617 611 176 186 473 6 4
617 611 176 185 477 4 4
577 670 771 779 148 10 4
577 670 771 777 430 9 4
577 321 468 491 278 6 4
577 310 842 853 296 11 4
556 1015 841 849 257 3 5
556 1015 841 848 358 12 5
556 781 803 820 391 8 5
556 781 358 377 188 1 5
556 562 60 998 24 14 5
538 643 1120 1143 82 4 5
538 643 723 736 56 6 5
527 525 957 989 265 1 2
527 525 770 773 449 9 2
526 1186 1193 432 333 3 5
526 525 770 773 449 5 5
526 525 295 300 145 16 5
526 525 295 299 198 8 5
526 466 952 967 205 17 5
526 466 952 966 86 2 5
526 466 952 964 130 5 5
526 297 308 1105 369 1 5
526 297 275 281 176 11 5
526 297 227 237 292 1 5
515 249 268 432 333 3 5
515 106 771 777 430 3 5
515 106 536 549 171 1 5
515 106 175 183 441 18 5
498 448 355 361 49 1 5
498 350 1152 1168 105 5 5
470 913 536 549 171 3 5
470 557 108 121 215 6 5
470 465 475 155 192 4 5
470 415 330 339 107 1 5
470 415 330 338 43 6 5
469 780 880 893 193 7 5
469 780 880 892 394 2 5
469 780 295 299 198 9 5
469 780 108 121 215 1 5
469 780 108 118 169 1 5
469 698 535 542 256 3 5
469 698 395 399 444 11 5
467 1081 1055 1060 289 20 5
467 1081 356 365 100 8 5
467 1081 356 364 104 9 5
467 845 869 776 283 11 5
467 845 844 866 168 27 5
467 85 225 229 269 3 5
467 85 92 1107 91 13 5
467 85 90 729 162 1 5
458 446 753 764 101 7 3
458 446 626 633 208 1 3
458 446 626 632 114 12 3
436 1094 806 833 136 14 5
436 885 909 14 317 3 5
436 843 859 1060 289 1 5
436 780 108 118 169 1 5
436 211 497 508 440 12 5
436 211 497 507 331 6 5
416 1186 1193 432 333 3 5
416 1151 277 292 87 10 5
416 320 770 773 449 2 5
416 320 497 507 331 5 5
416 320 418 426 4 4 5
416 133 167 208 121 11 5
411 397 1034 1049 99 19 4
396 954 975 748 270 17 5
396 884 800 808 337 13 5
396 465 475 155 192 5 5
396 465 468 491 278 3 5
396 465 468 489 204 10 5
396 380 1118 1135 458 4 5
396 380 644 663 6 8 5
396 380 497 507 331 9 5
394 1098 1091 1099 361 1 4
394 382 952 964 130 9 4
390 382 952 964 130 8 3
390 382 952 963 436 17 3
390 382 537 551 112 1 3
389 381 803 820 391 1 4
389 381 445 453 374 4 4
389 381 445 452 115 3 4
373 1084 240 1038 173 4 5
359 611 176 185 477 7 5
359 357 374 761 353 3 5
343 331 1185 1190 245 16 3
343 331 1115 1123 65 3 3
314 310 842 853 296 1 4
314 310 782 789 443 3 4
314 310 312 830 220 8 4
314 310 192 204 328 1 4
314 310 50 57 97 2 4
278 496 667 677 366 8 5
246 248 1034 1049 99 2 5
246 248 1034 1048 426 20 5
246 51 536 547 282 9 5
246 51 60 998 24 7 5
242 860 844 866 168 1 4
236 747 725 748 270 1 4
236 226 844 866 168 13 4
236 226 844 864 401 16 4
236 226 580 601 76 8 4
210 1170 1175 961 84 13 5
210 1016 1028 258 457 5 5
210 1016 1024 631 194 15 5
210 578 951 962 414 16 5
210 578 576 587 139 3 5
210 525 295 299 198 16 5
210 525 247 259 28 19 5
210 350 1152 1168 105 1 5
210 211 497 507 331 1 5
190 625 1093 1107 91 4 5
190 625 630 961 84 8 5
190 435 1150 1158 424 1 5
177 1187 1198 1069 306 10 5
177 1186 1193 432 333 8 5
177 1186 802 815 9 7 5
177 1186 770 773 449 7 5
177 1186 575 584 346 21 5
177 1186 575 583 348 4 5
177 1000 1003 1143 82 6 5
177 805 951 962 414 2 5
177 525 247 258 457 7 5
177 350 1152 1168 105 1 5
177 350 1152 1167 448 11 5
177 350 844 864 401 3 5
177 350 771 777 430 5 5
177 350 771 776 283 14 5
177 350 695 701 154 4 5
158 291 277 292 87 1 1
158 129 125 139 12 12 1
158 129 125 138 158 5 1
152 588 576 587 139 3 0
132 1015 841 848 358 2 5
132 950 960 612 1 23 5
132 950 951 962 414 3 5
126 1116 1093 1107 91 1 5
126 1116 1093 1105 369 13 5
126 620 951 962 414 5 5
126 143 819 195 36 6 5
126 134 170 584 346 9 5
126 133 167 208 121 1 5
126 131 468 489 204 7 5
107 1170 1175 961 84 3 5
107 915 939 426 4 14 5
107 915 783 793 67 10 5
107 516 841 848 358 1 5
107 516 535 542 256 7 5
105 1032 1041 524 395 6 5
105 1032 130 160 243 1 5
105 871 879 967 205 4 5
105 871 575 583 348 2 5
105 871 50 57 97 29 5
105 320 418 426 4 1 5
105 191 770 773 449 15 5
103 1053 1034 1048 426 8 2
103 1053 1034 1047 479 10 2
103 88 86 95 237 3 2
78 651 558 1063 291 9 5
72 53 295 299 198 1 4
72 53 295 298 320 1 4
56 995 996 455 191 3 4
56 995 996 454 377 33 4
56 276 581 606 342 8 4
56 276 358 377 188 4 4
56 133 167 208 121 13 4
56 54 750 754 293 6 4
56 54 695 701 154 4 4
56 54 74 663 6 5 4
55 910 128 156 450 6 5
55 228 1058 1071 276 2 5
55 228 244 361 49 18 5
55 193 1 11 259 8 5
52 641 882 898 244 18 5
52 435 1150 1158 424 3 5
52 435 1150 1156 412 3 5
52 435 955 983 165 5 5
52 435 955 981 116 2 5
52 435 437 323 132 3 5
52 51 60 998 24 2 5
52 51 60 983 165 23 5
52 51 59 43 131 9 5
46 45 880 892 394 27 4
46 45 445 452 115 3 4
46 45 445 451 34 7 4
22 4 5 28 314 1 4
2 1171 295 298 320 3 5
2 1121 1148 76 308 2 5
2 1121 1146 796 307 1 5
2 516 535 542 256 2 5
2 516 535 539 411 10 5
2 311 316 198 330 2 5
2 228 244 361 49 2 5
2 228 241 762 142 18 5
2 228 241 165 460 7 5
2 13 819 195 36 12 5
2 6 33 779 148 12 5
1184 1172 1170 1175 961 84 1 4
1184 1172 1170 1174 599 236 4 4
1110 1128 1117 956 988 272 1 4
1110 1128 1117 956 986 380 2 4
1070 693 670 771 776 283 9 4
920 112 106 175 183 441 1 2
920 112 106 175 181 66 7 2
894 881 36 1118 1135 458 1 4
894 881 36 1118 1134 71 12 4
872 870 883 901 151 98 1 5
872 870 212 806 833 136 4 5
872 870 212 806 831 251 5 5
847 972 953 956 986 380 3 3
804 1033 397 1034 1047 479 2 5
804 1033 133 167 208 121 11 5
804 555 835 468 487 229 2 5
804 555 669 686 487 229 16 5
769 1019 1015 841 848 358 6 1
759 837 835 468 487 229 7 4
714 645 393 682 169 200 3 5
700 1026 1016 537 551 112 6 3
683 668 333 348 969 359 1 2
656 673 665 955 981 116 11 4
597 1145 1121 1146 796 307 2 4
538 870 212 806 831 251 4 5
538 870 212 806 830 220 1 5
538 870 212 222 942 409 3 5
538 3 18 876 1124 311 11 5
515 249 226 580 601 76 7 5
469 698 570 1120 1143 82 4 5
469 698 395 403 1137 109 1 5
467 1081 356 955 981 116 1 5
467 1081 356 955 980 340 5 5
467 85 1094 806 830 220 1 5
467 85 333 348 969 359 1 5
467 85 225 579 599 236 13 5
416 1151 570 1120 1143 82 1 5
416 1151 570 1120 1142 434 1 5
416 1151 557 108 118 169 1 5
416 1017 0 5 28 314 14 5
396 465 476 676 547 282 10 5
390 419 415 108 118 169 2 3
390 382 952 966 502 345 1 3
390 382 393 682 169 200 5 3
389 381 803 820 776 283 5 4
373 1084 240 227 237 292 11 5
359 611 36 1118 1134 71 1 5
343 855 843 859 1060 289 9 3
314 310 226 580 601 76 3 4
246 249 226 580 601 76 13 5
246 248 696 418 426 4 1 5
242 809 801 800 808 337 2 4
210 211 497 508 1052 69 2 5
177 525 247 536 547 282 4 5
142 126 131 468 486 92 1 4
107 752 952 966 502 345 1 5
105 1032 130 161 795 8 3 5
105 1032 130 125 138 158 10 5
105 871 620 951 961 84 2 5
105 320 665 671 660 406 12 5
103 88 835 468 486 92 14 2
56 54 51 59 43 131 2 4
55 910 128 156 788 290 4 5
55 910 128 127 151 98 18 5
55 910 128 127 149 27 6 5
52 641 882 900 728 312 8 5
52 641 130 125 138 158 5 5
52 641 130 125 135 249 10 5
52 435 1150 800 808 337 2 5
52 435 1150 355 361 49 2 5
52 435 497 508 1052 69 3 5
22 4 6 33 779 148 5 4
2 1171 953 956 986 380 4 5
2 1171 295 300 817 21 8 5
2 516 535 540 165 460 2 5
2 311 317 1072 1143 82 6 5
2 3 18 876 1124 311 14 5
1076 595 578 576 587 1062 339 3 1
970 93 85 225 579 599 236 4 1
970 93 85 225 579 598 453 8 1
934 914 1171 295 300 817 21 1 5
934 914 278 496 667 677 366 2 5
920 112 106 1090 1093 1105 369 3 2
847 840 643 723 733 57 97 1 3
847 732 722 448 355 361 49 11 3
724 296 447 1 10 511 31 3 5
656 243 39 36 1118 1134 71 1 4
627 55 910 128 127 149 27 2 5
627 55 54 51 59 43 131 1 5
538 1080 85 225 579 598 453 4 5
467 1081 1171 295 300 817 21 1 5
460 944 937 915 783 793 67 5 4
458 446 626 625 630 961 84 17 3
416 1017 0 5 28 318 297 5 5
274 250 883 902 155 864 401 1 5
246 249 226 953 956 986 380 9 5
105 871 310 192 202 392 141 1 5
105 320 665 955 978 794 372 2 5
103 88 835 468 445 451 34 1 2
56 276 358 955 978 794 372 8 4
46 614 611 36 1118 1134 71 5 4
22 1010 1002 557 108 118 169 4 4
1164 592 577 310 192 202 392 141 3 4
1164 408 396 465 476 676 547 282 3 4
1164 408 396 465 475 155 864 401 2 4
1110 1128 373 1084 240 227 237 292 12 4
1110 1128 341 330 340 336 936 332 6 4
1076 595 578 576 587 1062 925 223 3 1
1070 693 670 771 885 909 14 317 2 4
700 1026 1016 537 553 727 118 169 2 3
627 55 54 695 701 909 14 317 7 5
538 1080 85 333 348 969 808 337 1 5
527 215 210 211 497 508 1052 69 7 2
469 87 85 333 348 969 808 337 1 5
416 1151 570 537 553 727 118 169 4 5
416 1017 0 5 31 521 259 28 7 5
390 419 415 330 340 336 936 332 12 3
389 381 415 330 340 336 936 332 1 4
236 747 725 466 952 966 502 345 5 4
236 747 725 247 536 549 1052 69 1 4
46 614 611 36 1150 355 361 49 1 4
22 4 6 883 902 155 864 401 2 4
2 228 1058 1071 902 155 864 401 3 5
1164 592 577 310 226 953 956 986 380 1 4
1164 592 577 6 883 902 155 864 401 3 4
847 840 228 1058 1071 902 155 864 401 3 3
767 25 4 6 883 902 155 864 401 1 4
656 243 228 1058 1071 902 155 864 401 6 4
394 1098 1091 570 537 553 727 118 169 1 4
389 381 415 666 883 902 155 864 401 3 4
236 747 725 770 537 553 727 118 169 2 4
1164 592 577 470 415 666 883 902 155 864 401 1 4
