959

1163 394 51 4
1149 440 108 4
1124 387 70 4
1116 69 81 4
1092 287 42 3
998 35 73 4
957 10 34 2
853 215 56 4
817 401 32 3
785 430 68 4
768 4 29 3
765 82 53 4
759 456 64 4
712 11 92 4
650 409 73 4
607 94 87 4
606 381 48 4
583 297 54 4
544 102 57 4
514 383 32 3
507 318 84 4
490 112 113 4
466 28 69 4
449 5 56 4
434 37 58 4
390 427 56 3
381 292 36 3
316 65 36 3
290 362 42 3
284 306 73 4
279 96 41 3
244 52 53 4
228 422 46 2
149 471 23 2
59 364 94 4
55 34 81 4
44 280 45 3
11 418 34 3
0 4 316 1 4
0 2 14 23 4
1162 1195 1199 121 16 4
1162 1194 591 414 12 4
1162 1070 751 201 4 4
1162 1161 1190 161 15 4
1162 1160 1184 56 8 4
1162 1156 1169 182 15 4
1162 1156 1167 164 10 4
1162 596 613 151 14 4
1162 596 610 360 6 4
1124 176 355 305 31 4
1116 1110 1120 193 12 4
1116 1110 1119 108 7 4
1092 1086 1094 281 8 3
1089 1109 71 3 20 4
1089 1085 1091 423 22 4
1089 1085 1090 257 2 4
1089 811 839 230 10 4
1089 811 838 140 3 4
1089 660 661 455 18 4
1089 498 519 350 16 4
973 954 970 113 17 2
957 951 961 8 10 2
950 977 993 466 10 4
950 956 1171 275 16 4
950 951 961 8 10 4
950 951 960 353 23 4
950 481 487 388 10 4
950 461 473 339 15 4
950 461 471 450 1 4
932 1141 1148 254 11 4
932 1088 1106 130 35 4
932 1088 1103 311 5 4
870 1157 1171 275 12 4
870 1005 1026 299 10 4
870 875 899 98 14 4
870 873 887 141 3 4
870 873 886 61 19 4
870 873 884 460 27 4
870 236 249 240 24 4
870 236 246 111 6 4
870 213 227 442 9 4
817 806 816 428 8 3
817 806 814 271 14 3
805 813 276 48 17 4
805 811 838 140 13 4
805 810 837 64 20 4
805 810 836 447 14 4
805 760 763 256 19 4
805 35 41 70 19 4
805 35 40 192 10 4
768 617 1021 407 22 3
761 1157 1171 275 4 4
761 952 964 74 7 4
761 952 963 264 10 4
761 871 882 277 23 4
761 695 706 233 17 4
761 481 487 388 9 4
761 460 465 396 11 4
755 1159 1182 43 5 4
755 930 936 479 1 4
755 874 893 31 4 4
755 874 891 408 16 4
755 874 890 85 14 4
755 845 851 258 6 4
755 783 799 78 1 4
755 783 798 147 3 4
755 757 1107 185 5 4
755 482 494 72 11 4
755 482 492 439 3 4
755 411 422 325 7 4
755 375 383 269 6 4
755 375 382 9 9 4
755 162 180 200 8 4
723 772 429 12 1 1
723 700 722 402 12 1
712 208 616 261 14 4
680 681 687 129 4 4
680 681 686 179 9 4
680 681 684 175 22 4
680 354 373 83 27 4
655 846 858 263 11 4
655 846 857 368 2 4
655 846 854 295 9 4
655 780 791 347 5 4
655 780 790 241 10 4
655 728 744 282 5 4
639 622 643 250 2 1
637 622 643 250 3 1
637 622 640 53 8 1
607 596 610 360 9 4
607 596 609 226 14 4
595 1030 1034 142 9 4
595 695 706 233 1 4
595 695 702 166 9 4
595 604 521 251 10 4
589 585 593 36 17 4
589 585 591 414 6 4
586 1038 1052 384 17 4
586 905 928 26 24 4
586 808 831 382 8 4
586 808 830 60 6 4
586 808 827 67 15 4
586 782 794 330 3 4
586 585 591 414 13 4
586 437 448 403 10 4
586 238 258 231 6 4
583 929 926 51 16 4
580 1159 1182 43 9 4
580 1001 1014 191 4 4
580 1001 1013 332 27 4
580 1001 1012 458 19 4
580 846 854 295 13 4
580 597 616 261 1 4
580 584 402 380 7 4
580 584 24 160 21 4
580 502 534 420 1 4
580 502 530 189 9 4
580 502 529 328 9 4
562 871 882 277 3 4
562 871 880 342 28 4
562 775 777 101 5 4
562 575 672 138 7 4
544 18 317 155 8 4
544 18 28 416 23 4
538 1141 1148 254 15 4
538 1141 1147 320 6 4
538 1141 1146 375 6 4
538 599 618 336 5 4
538 450 457 317 2 4
538 49 71 3 12 4
537 666 673 123 23 4
537 666 672 138 7 4
537 539 559 156 8 4
537 539 558 57 13 4
537 325 330 296 12 4
537 162 180 200 16 4
537 162 178 159 12 4
535 1114 1135 451 2 4
535 807 819 243 1 4
535 545 194 149 9 4
535 542 591 414 9 4
535 542 511 470 6 4
535 539 558 57 1 4
535 539 557 227 25 4
523 499 524 248 1 0
514 1077 448 403 3 3
514 497 515 194 4 3
470 461 471 450 10 4
470 16 1042 152 14 4
466 460 465 396 15 4
466 293 371 80 3 4
451 1142 1153 283 4 4
451 1142 1151 268 4 4
451 952 963 264 7 4
451 903 919 400 3 4
451 784 804 208 40 4
451 784 801 443 10 4
451 698 714 202 8 4
451 698 713 425 18 4
451 697 711 346 8 4
451 141 150 272 3 4
449 437 448 403 5 4
449 42 1047 218 47 4
436 871 880 342 16 4
436 871 879 225 5 4
436 437 448 403 1 4
436 164 188 187 10 4
436 78 94 376 12 4
435 1036 1047 218 1 4
435 375 382 9 8 4
434 1149 21 55 5 4
434 1102 215 310 9 4
434 430 432 399 15 4
434 430 431 163 4 4
413 660 661 455 7 4
413 597 616 261 9 4
413 412 424 421 32 4
413 412 423 217 7 4
381 375 382 9 3 3
381 375 380 206 19 3
376 953 965 444 9 4
376 904 926 51 3 4
376 782 794 330 11 4
376 782 793 288 27 4
376 118 135 338 9 4
376 118 132 157 7 4
376 35 40 192 8 4
353 1112 1128 127 14 4
353 1112 1127 120 31 4
353 624 646 303 11 4
353 368 913 75 4 4
353 366 180 200 7 4
353 354 372 7 3 4
353 352 363 367 15 4
353 352 361 327 15 4
329 808 827 67 25 4
329 667 679 351 19 4
329 563 579 176 18 4
329 563 578 464 10 4
329 563 577 300 7 4
329 430 431 163 9 4
329 412 423 217 2 4
329 378 394 40 13 4
329 349 722 402 12 4
329 326 335 103 5 4
328 621 636 204 28 4
328 621 635 348 19 4
328 347 1013 332 17 4
328 300 308 395 10 4
304 620 632 465 3 4
304 620 628 445 19 4
304 321 836 447 19 4
304 211 220 389 15 4
303 1141 1146 375 21 4
303 1141 1144 209 5 4
303 1110 1119 108 11 4
303 1110 1118 352 9 4
303 319 127 87 32 4
302 1030 1034 142 17 4
302 1030 1032 210 6 4
302 812 844 181 3 4
302 775 777 101 21 4
302 313 701 221 8 4
301 1142 1151 268 13 4
301 430 431 163 1 4
301 300 308 395 13 4
301 300 306 32 11 4
301 117 129 99 17 4
301 5 12 24 9 4
290 266 289 105 5 3
284 590 341 406 14 4
284 264 283 329 22 4
279 264 283 329 1 3
279 264 280 25 14 3
279 264 278 244 4 3
267 1160 1184 56 7 4
267 1160 1183 173 2 4
267 296 526 363 9 4
267 265 288 467 12 4
267 265 286 436 2 4
262 770 774 178 8 4
262 480 485 385 6 4
262 272 248 438 9 4
262 263 276 48 13 4
260 1035 1040 114 17 4
260 1001 1012 458 13 4
260 1001 1011 237 14 4
260 1000 1006 259 1 4
260 775 777 101 6 4
260 775 776 76 6 4
260 261 269 16 21 4
244 236 246 111 19 4
239 697 711 346 9 4
239 697 710 144 39 4
239 238 258 231 11 4
239 46 60 477 7 4
239 46 58 212 6 4
239 46 54 195 15 4
239 46 53 0 8 4
237 954 970 113 2 4
237 954 969 331 12 4
237 396 405 122 11 4
237 326 335 103 13 4
237 326 333 92 19 4
237 254 234 33 23 4
237 116 123 404 3 4
235 536 549 39 21 4
230 1060 1066 1 3 4
230 1039 1059 253 9 4
230 1039 1055 289 4 4
230 954 969 331 9 4
230 954 968 461 28 4
230 901 914 125 6 4
230 901 913 75 29 4
230 901 911 235 3 4
230 875 899 98 3 4
230 875 896 476 7 4
228 472 559 156 3 2
228 213 226 340 26 2
210 725 735 104 4 4
210 725 731 46 24 4
210 218 80 126 4 4
193 931 938 433 31 4
193 375 380 206 19 4
193 161 174 478 1 4
192 1030 1032 210 4 4
192 666 672 138 10 4
192 190 195 116 6 4
192 190 194 149 13 4
185 740 1055 289 18 2
185 164 188 187 14 2
185 164 187 203 7 2
185 164 186 205 13 2
160 977 993 466 5 4
160 167 1171 275 8 4
160 35 40 192 3 4
160 35 39 207 18 4
160 35 38 417 1 4
149 141 150 272 8 2
149 141 148 124 6 2
143 848 865 469 22 4
143 730 753 90 11 4
143 730 751 201 12 4
143 728 744 282 14 4
143 100 104 110 15 4
143 100 103 321 17 4
142 1087 1100 199 12 4
142 1063 1081 448 8 4
142 500 527 392 5 4
142 500 526 363 20 4
142 412 423 217 2 4
142 191 199 361 20 4
142 191 197 170 3 4
142 151 1181 345 20 4
140 783 798 147 24 4
140 145 157 431 25 4
140 119 138 229 6 4
140 119 136 457 18 4
140 101 111 88 21 4
140 101 110 145 2 4
140 9 25 54 2 4
115 117 129 99 20 4
115 117 127 87 17 4
102 1036 1047 218 1 4
102 1036 1046 242 5 4
102 1036 1044 270 4 4
102 1036 1043 419 4 4
102 1036 1042 152 1 4
102 811 838 140 10 4
102 696 707 198 14 4
102 412 423 217 3 4
102 114 128 2 12 4
79 1088 1103 311 10 4
79 849 868 377 4 4
79 450 457 317 17 4
79 450 454 432 8 4
79 450 453 304 2 4
79 261 269 16 6 4
79 100 103 321 11 4
77 1003 1018 169 14 4
77 626 651 337 18 4
77 626 649 468 4 4
77 88 503 15 11 4
76 945 946 17 17 4
76 462 474 429 15 4
76 85 687 129 2 4
76 84 792 106 20 4
76 84 419 133 4 4
76 84 28 416 13 4
59 245 240 38 4 4
59 46 53 0 5 4
50 1036 1042 152 28 4
50 954 968 461 18 4
50 780 790 241 6 4
50 780 787 474 4 4
47 902 917 19 7 4
47 902 916 222 17 4
47 410 414 315 6 4
45 930 936 479 4 4
45 930 934 308 4 4
45 213 226 340 5 4
45 75 80 126 14 4
45 52 703 309 26 4
45 48 68 93 15 4
36 904 926 51 6 4
36 904 924 354 9 4
36 681 684 175 6 4
36 43 306 32 4 4
36 35 38 417 1 4
36 35 37 234 26 4
11 5 12 24 23 3
8 22 80 126 4 4
7 1159 1182 43 5 4
7 1000 1006 259 8 4
7 501 528 413 12 4
7 20 422 325 3 4
7 10 27 143 3 4
1 1015 478 371 13 4
1 1015 148 124 11 4
1 959 1137 190 16 4
1 689 722 402 5 4
1 689 359 370 1 4
0 1115 1139 139 1 4
0 729 747 359 4 4
0 697 710 144 5 4
0 697 709 196 23 4
0 497 515 194 7 4
0 497 511 470 23 4
0 351 358 79 14 4
0 101 110 145 3 4
0 101 109 220 14 4
0 75 80 126 7 4
1163 1155 1166 1066 1 7 4
1163 1155 1159 1182 43 2 4
1163 1155 1159 1180 260 13 4
1163 1155 191 197 170 10 4
1163 754 730 751 201 1 4
1162 1195 810 836 447 2 4
1162 1195 212 224 22 15 4
1162 1195 212 221 412 8 4
1124 1111 1161 1190 161 3 4
1124 1111 1161 1186 23 1 4
1092 1086 1096 1118 352 1 3
1092 1086 1094 416 29 2 3
1092 645 623 644 58 8 3
1089 1086 1094 416 29 3 4
1089 1086 1087 1100 199 17 4
1089 1086 1087 1099 255 6 4
998 1071 1060 1066 1 3 4
998 979 945 946 17 4 4
998 718 1056 968 461 4 4
998 718 1056 636 204 12 4
973 859 847 860 333 10 2
950 1086 1087 1098 441 2 4
950 951 959 1137 190 8 4
870 1005 1004 1023 334 1 4
817 806 818 703 309 10 3
817 806 622 640 53 3 3
817 806 622 638 365 7 3
805 809 833 199 361 5 4
805 760 352 361 327 8 4
765 760 352 361 327 16 4
762 760 352 361 327 2 1
761 481 486 646 303 11 4
755 951 959 776 76 2 4
755 845 851 946 17 1 4
680 463 460 465 396 5 4
680 328 300 306 32 6 4
680 328 300 305 344 16 4
607 1095 1072 123 404 14 4
607 596 667 679 351 1 4
606 1136 1114 1135 451 2 4
606 596 667 678 154 12 4
606 596 667 677 374 13 4
606 596 611 1081 448 5 4
606 247 742 518 434 2 4
586 1038 1063 1081 448 9 4
586 905 875 896 476 1 4
586 585 622 638 365 1 4
586 585 588 337 186 12 4
583 580 502 529 328 3 4
544 18 317 1190 161 8 4
538 1195 212 221 412 2 4
538 1195 191 197 170 3 4
538 1002 597 616 261 8 4
538 1002 352 359 370 2 4
538 595 604 521 251 15 4
538 49 397 408 63 3 4
535 846 855 551 424 8 4
535 846 855 438 357 10 4
535 807 821 633 68 15 4
514 1077 1062 1079 301 1 3
514 867 848 865 469 6 3
451 952 954 968 461 1 4
451 903 922 346 118 1 4
451 846 855 438 357 2 4
436 871 881 1132 262 4 4
436 871 881 893 31 6 4
436 437 849 868 377 4 4
436 230 784 801 443 5 4
436 230 783 798 147 3 4
436 230 783 797 265 14 4
436 230 461 471 450 16 4
436 78 396 402 380 16 4
436 78 396 399 462 1 4
435 1140 352 359 370 7 4
435 1140 9 25 54 2 4
413 1195 191 197 170 2 4
413 660 1064 1084 446 3 4
413 660 682 694 183 2 4
413 660 682 691 366 11 4
413 660 597 616 261 6 4
413 580 502 529 328 19 4
413 428 409 649 468 4 4
390 377 697 709 196 7 3
390 377 389 913 75 11 3
376 953 1004 1023 334 1 4
376 385 1154 1170 136 16 4
376 118 134 423 217 12 4
353 1112 1129 405 122 1 4
316 415 411 422 325 7 3
304 620 632 1180 260 8 4
304 596 611 1081 448 2 4
304 596 609 581 449 6 4
304 596 597 616 261 7 4
303 1141 1144 423 217 4 4
303 1110 1115 1139 139 8 4
303 900 901 911 235 16 4
303 900 411 422 325 5 4
303 900 411 421 475 7 4
303 6 16 1042 152 7 4
302 1111 1161 1186 23 10 4
302 1111 1113 1132 262 9 4
302 1111 1113 1131 293 19 4
302 812 841 1146 375 1 4
301 1142 780 787 474 24 4
301 430 945 946 17 10 4
301 430 873 884 460 3 4
301 430 462 474 429 2 4
301 430 191 197 170 3 4
290 266 730 751 201 12 3
290 266 682 691 366 3 3
290 266 292 534 420 21 3
267 1160 1185 799 78 12 4
267 265 9 25 54 1 4
262 770 539 557 227 7 4
262 480 699 721 355 1 4
262 265 9 25 54 8 4
262 265 9 24 160 14 4
262 118 134 423 217 5 4
262 118 134 194 149 9 4
260 1035 563 577 300 6 4
260 775 1004 1023 334 2 4
260 596 597 616 261 8 4
260 596 597 614 158 17 4
244 648 626 649 468 3 4
244 236 411 421 475 1 4
244 236 411 420 115 3 4
244 236 411 416 29 6 4
239 437 849 868 377 2 4
239 236 411 416 29 20 4
239 236 245 240 38 5 4
237 326 1061 1074 236 2 4
237 326 333 90 119 5 4
237 116 124 299 27 12 4
235 536 1115 1139 139 16 4
235 536 1115 1138 279 1 4
235 482 1158 1176 109 1 4
210 725 726 739 180 16 4
210 482 1158 1176 109 1 4
210 482 875 896 476 2 4
210 482 875 894 245 6 4
210 482 491 884 460 2 4
193 931 1115 1138 279 1 4
193 727 726 739 180 9 4
193 625 1063 1081 448 6 4
193 375 379 183 188 18 4
193 161 847 860 333 1 4
193 161 264 278 244 2 4
192 1030 1033 361 327 14 4
192 1030 875 894 245 8 4
192 1030 849 868 377 1 4
192 666 874 890 85 5 4
192 666 874 889 252 7 4
192 190 352 359 370 5 4
185 164 186 4 316 1 2
160 0 75 80 126 5 4
149 141 352 359 370 6 2
143 159 85 687 129 4 4
142 666 874 889 252 1 4
142 151 1181 644 58 12 4
140 119 139 722 402 3 4
140 119 139 485 385 10 4
115 118 134 194 149 7 4
79 1088 1105 1199 121 2 4
79 450 682 691 366 9 4
79 450 461 471 450 2 4
77 770 539 557 227 2 4
77 770 460 465 396 8 4
55 944 232 315 184 6 4
50 1036 1048 528 413 3 4
50 1036 1043 551 424 2 4
50 74 173 299 27 4 4
50 49 397 408 63 12 4
50 49 397 407 21 12 4
47 902 1063 1081 448 1 4
47 660 597 614 158 2 4
47 61 841 1146 375 12 4
45 930 935 1040 114 6 4
45 930 261 269 16 1 4
45 213 350 355 305 3 4
45 213 229 714 202 4 4
36 1003 1001 1011 237 2 4
36 681 1060 1066 1 21 4
36 161 176 355 305 6 4
36 161 163 184 174 12 4
36 161 163 183 188 4 4
36 35 621 635 348 7 4
8 480 699 721 355 16 4
8 480 495 503 15 2 4
8 480 484 1066 1 23 4
8 35 621 635 348 6 4
8 35 621 633 68 8 4
8 5 12 1182 43 16 4
8 5 9 24 160 1 4
7 1000 1004 1023 334 1 4
7 1000 977 993 466 5 4
7 1000 781 792 106 5 4
7 536 1115 1138 279 1 4
7 536 1063 1081 448 11 4
7 536 548 138 229 1 4
7 536 498 519 350 6 4
7 536 498 518 434 5 4
7 10 33 1051 13 12 4
1163 1155 1159 1181 644 58 6 4
1163 1155 1159 1179 646 303 3 4
1163 1155 931 1115 1138 279 2 4
1089 1085 1088 1105 1199 121 3 4
1089 1085 1088 1104 865 469 3 4
998 979 775 1004 1023 334 7 4
950 1086 351 357 534 420 8 4
761 481 807 821 633 68 2 4
759 755 845 848 865 469 3 4
759 755 845 624 646 303 3 4
759 755 482 491 884 460 3 4
759 755 482 490 819 243 9 4
680 463 327 682 691 366 3 4
680 463 327 682 690 62 16 4
680 463 327 682 688 405 11 4
680 328 327 682 688 405 6 4
589 550 536 498 518 434 5 4
538 1002 1005 1004 1023 334 33 4
538 1002 1005 1004 1021 407 2 4
538 537 553 349 722 402 9 4
538 537 162 178 838 140 2 4
523 65 48 66 408 63 1 0
523 65 48 64 894 245 1 0
514 1077 1062 1061 1074 236 3 3
514 867 1016 1001 1011 237 2 3
451 952 954 972 721 355 4 4
451 903 923 1168 503 15 2 4
451 698 1114 1133 217 89 8 4
451 698 1114 849 868 377 2 4
436 230 1156 1168 503 15 2 4
436 78 395 1061 1074 236 3 4
413 1195 1197 733 1018 169 2 4
413 1195 810 837 799 78 8 4
413 580 846 855 438 357 3 4
413 580 502 532 540 452 2 4
413 115 118 134 194 149 8 4
390 377 872 264 278 244 6 3
390 377 666 874 889 252 4 3
381 990 976 561 570 473 1 3
376 953 951 959 776 76 5 4
353 354 373 379 183 188 1 4
329 808 806 622 638 365 3 4
316 302 812 841 1146 375 1 3
304 620 630 898 1106 130 8 4
304 211 585 588 337 186 4 4
301 430 945 947 511 470 14 4
301 430 931 1115 1138 279 5 4
284 590 585 588 337 186 5 4
279 824 807 821 633 68 1 3
267 1195 810 837 799 78 1 4
260 596 667 1063 1081 448 3 4
260 596 667 1063 1080 411 6 4
260 596 667 676 150 272 4 4
260 586 585 588 337 186 1 4
239 236 245 240 423 217 3 4
237 979 775 1004 1021 407 2 4
237 979 775 1004 1019 49 12 4
237 979 775 778 1091 423 3 4
237 116 119 139 485 385 6 4
235 430 931 1115 1138 279 15 4
235 430 437 849 868 377 6 4
193 727 741 379 183 188 1 4
193 727 726 740 1055 289 7 4
193 230 1156 1168 503 15 5 4
193 230 1156 1158 1176 109 2 4
192 1030 1160 1185 799 78 5 4
192 1030 875 898 1106 130 1 4
192 190 807 821 633 68 1 4
160 0 497 495 503 15 3 4
160 0 351 357 534 420 9 4
149 141 352 362 306 32 8 2
102 696 775 778 1091 423 12 4
102 696 775 700 722 402 7 4
102 696 775 461 471 450 3 4
102 696 775 165 189 153 2 4
102 412 1160 1185 799 78 9 4
102 412 427 1194 591 414 6 4
102 230 1156 1158 1176 109 1 4
102 230 1156 410 414 315 15 4
102 230 1142 780 787 474 1 4
102 230 1142 695 702 166 8 4
79 450 437 849 868 377 2 4
79 100 104 26 27 143 2 4
77 770 539 556 558 57 13 4
77 580 502 532 540 452 7 4
59 46 48 64 894 245 6 4
50 49 482 490 819 243 3 4
50 49 397 901 911 235 7 4
47 902 1114 849 868 377 10 4
47 660 1064 781 792 106 2 4
47 660 784 804 465 396 3 4
47 660 784 802 1138 279 10 4
47 230 1142 695 702 166 2 4
47 230 1142 695 701 221 11 4
47 230 1112 1129 405 122 1 4
47 230 1112 622 638 365 5 4
47 230 784 802 1138 279 14 4
47 230 783 781 792 106 1 4
47 49 397 901 911 235 1 4
47 49 397 901 910 228 10 4
47 0 351 357 534 420 4 4
47 0 101 109 707 198 3 4
45 213 350 356 432 399 11 4
45 46 48 64 894 245 26 4
36 681 1060 1069 1183 173 1 4
36 681 1060 1069 799 78 1 4
11 493 482 490 819 243 2 3
8 480 484 1066 936 479 2 4
8 35 1038 1063 1080 411 2 4
8 35 954 972 721 355 7 4
7 501 951 959 776 76 8 4
7 10 6 16 1042 152 1 4
7 10 6 15 372 7 18 4
1 1053 1038 1063 1080 411 9 4
1 1053 1038 1050 87 150 1 4
1 1053 1038 873 884 460 5 4
1092 645 647 625 9 24 160 1 3
1089 1085 1088 1108 1043 551 424 2 4
957 662 660 784 802 1138 279 10 2
768 761 481 807 821 633 68 4 3
768 617 598 655 563 577 300 1 3
723 772 770 539 556 558 57 6 1
639 231 230 783 781 792 106 1 1
639 231 230 496 499 524 248 4 1
606 247 236 245 240 423 217 4 4
562 192 190 807 821 633 68 4 4
514 867 1016 1001 1010 963 264 4 3
436 78 395 1061 1075 1106 130 7 4
390 708 1117 1110 1115 1138 279 3 3
390 708 1117 1110 1115 1137 190 2 3
390 377 872 883 283 577 300 2 3
390 377 872 264 283 577 300 1 3
390 377 872 264 280 679 351 1 3
390 377 697 711 895 707 198 7 3
329 378 903 923 1168 503 15 2 4
235 430 945 1061 1075 1106 130 2 4
235 430 902 1114 849 868 377 1 4
193 727 741 379 609 581 449 1 4
102 696 775 502 532 540 452 6 4
102 696 412 427 1194 591 414 1 4
50 1195 810 1060 1069 799 78 3 4
50 1195 775 502 532 540 452 8 4
50 1195 775 461 471 827 67 6 4
50 1195 775 461 469 1100 199 7 4
47 0 729 749 568 1138 279 3 4
45 213 350 954 972 721 355 3 4
44 36 681 1060 1069 799 78 7 3
44 36 230 496 499 524 248 8 3
44 36 230 496 499 522 397 9 3
44 36 161 847 621 633 68 2 3
8 5 729 749 568 1138 279 7 4
7 1000 1007 133 531 180 200 8 4
7 1000 977 992 15 372 7 2 4
7 0 729 749 568 1138 279 1 4
7 0 729 749 568 123 404 4 4
7 0 101 1061 1073 407 21 5 4
1092 645 647 625 9 24 380 206 3 3
817 828 808 806 622 641 836 447 3 3
768 617 598 655 666 673 138 229 9 3
768 617 598 655 563 579 890 85 3 3
637 392 378 903 923 1168 503 15 7 1
316 302 812 843 1025 575 672 138 3 3
235 430 902 1114 1134 1096 1118 352 3 4
235 430 902 1114 849 869 787 474 2 4
149 69 49 141 352 362 306 32 5 2
149 69 49 141 352 360 199 361 1 2
50 1195 775 461 471 827 371 80 2 4
45 930 261 270 883 283 577 300 3 4
44 36 230 1112 622 641 836 447 7 3
316 302 1111 1161 1158 1160 1185 799 78 2 3
44 36 230 1156 1158 1160 1185 799 78 8 3
44 36 230 1112 622 638 993 1190 161 2 3
