1015

1192 310 109 6
1025 405 55 5
1008 0 8 0
979 301 63 6
915 451 25 2
885 395 14 1
876 383 83 6
834 225 27 3
787 63 76 6
746 356 48 3
725 193 40 3
691 146 52 4
633 190 37 3
620 105 49 5
583 43 40 3
582 184 77 6
572 57 31 2
524 432 62 5
510 68 85 6
484 370 20 1
480 168 53 5
457 465 88 6
416 194 26 2
400 336 51 4
398 89 91 5
397 313 45 3
377 44 57 5
349 214 43 4
324 182 28 2
258 277 29 5
193 169 52 5
153 41 37 3
135 435 11 1
109 107 39 3
108 254 63 5
94 408 57 5
89 131 43 4
37 445 14 1
12 476 54 5
398 637 132 41 5
397 1077 205 15 3
397 909 281 6 3
381 1149 419 22 4
381 775 357 41 4
377 886 479 18 5
371 747 200 45 4
371 305 279 9 4
349 462 438 40 4
349 215 256 15 4
348 953 388 40 4
348 354 71 26 4
342 354 71 5 8
342 350 8 14 8
324 535 390 14 2
292 305 279 42 6
292 304 198 35 6
292 303 295 1 6
258 872 135 41 5
258 18 454 28 5
232 244 204 8 6
210 217 137 45 8
210 215 256 31 8
210 214 350 10 8
193 530 291 19 5
193 470 164 28 5
183 204 4 33 7
183 202 429 5 7
182 199 371 27 6
157 168 86 48 8
156 165 136 21 7
156 164 473 14 7
156 163 382 37 7
153 689 303 15 3
135 50 51 26 1
119 412 333 30 2
119 332 327 9 2
115 120 129 14 8
109 729 398 20 3
94 982 285 38 5
94 430 314 35 5
89 980 35 30 4
89 911 409 28 4
88 928 260 44 4
88 199 371 38 4
37 843 94 17 1
12 875 427 25 5
2 15 147 19 6
0 10 206 18 8
0 6 343 18 8
0 5 335 17 8
1192 1190 1194 365 2 6
1169 1177 151 360 5 4
1169 1160 1170 252 11 4
1169 1160 1168 466 9 4
1169 1035 549 361 14 4
1169 444 463 318 16 4
1140 1141 1155 102 3 6
1140 1141 1153 339 4 6
1140 1141 1150 221 8 6
1140 845 851 36 1 6
1140 802 816 140 10 6
1140 802 814 124 5 6
1140 657 669 90 26 6
1140 542 555 266 21 6
1140 492 505 393 13 6
1093 1115 1120 369 6 8
1093 1107 577 113 8 8
1093 800 808 231 12 8
1093 800 807 403 3 8
1093 325 332 327 10 8
1093 49 69 377 3 8
1093 49 68 34 35 8
1043 1059 1103 38 1 8
1043 1059 264 70 2 8
1043 1057 217 137 3 8
1043 1041 1053 42 15 8
1043 1041 1052 116 12 8
1043 791 797 176 8 8
1043 791 796 332 4 8
1043 609 631 292 20 8
1043 609 630 287 4 8
1043 450 454 55 13 8
1043 450 451 27 13 8
1025 832 282 452 16 5
1008 995 1004 33 3 0
979 975 984 404 2 6
979 975 983 472 8 6
979 975 981 91 20 6
979 831 783 341 27 6
962 936 945 227 16 8
962 715 723 142 9 8
962 715 722 106 2 8
962 672 687 345 5 8
962 672 686 300 20 8
962 485 489 453 5 8
962 393 412 333 10 8
962 365 389 150 1 8
962 312 320 172 3 8
962 311 317 163 34 8
962 293 309 84 25 8
962 134 152 426 1 8
937 856 867 11 10 8
937 856 865 391 3 8
937 855 860 158 26 8
937 846 852 307 11 8
937 698 714 126 18 8
937 698 711 144 2 8
937 392 406 161 2 8
937 390 396 60 15 8
937 290 295 133 14 8
915 901 920 80 7 2
915 901 918 430 15 2
915 901 913 312 10 2
900 1031 1038 392 2 8
900 804 824 141 7 8
900 790 794 305 21 8
900 365 389 150 17 8
900 365 387 297 3 8
900 213 227 5 9 8
876 859 878 415 1 6
876 167 733 117 2 6
834 826 833 379 4 3
828 1164 1180 280 3 6
828 1164 1179 218 12 6
828 977 992 447 4 6
828 977 990 446 15 6
828 977 989 18 18 6
828 977 988 52 1 6
828 600 603 233 3 6
828 312 320 172 9 6
828 70 76 19 3 6
828 70 75 179 8 6
787 773 788 293 7 6
787 773 786 123 3 6
787 601 253 100 25 6
746 740 751 112 11 3
746 740 749 62 17 3
746 740 748 384 1 3
691 674 693 459 9 4
656 1091 1103 38 29 8
656 741 754 470 2 8
656 697 709 325 6 8
656 697 707 420 11 8
656 455 459 93 3 8
656 248 265 54 15 8
656 248 264 70 15 8
656 248 263 23 9 8
656 130 136 265 18 8
620 704 383 48 14 5
620 296 693 459 8 5
610 1091 1103 38 18 6
610 1091 1102 191 6 6
610 1091 1100 449 3 6
610 672 686 300 6 6
610 672 684 439 35 6
610 636 1070 346 5 6
610 612 646 264 10 6
610 609 630 287 1 6
610 606 626 47 7 6
610 606 623 37 6 6
610 425 449 64 1 6
610 116 126 289 10 6
610 116 125 115 3 6
610 116 121 59 5 6
605 1117 1128 185 3 6
605 826 833 379 3 6
605 619 1194 365 10 6
605 618 295 133 25 6
605 615 505 393 13 6
605 614 651 6 2 6
605 613 648 461 9 6
605 613 647 396 18 6
605 611 640 397 1 6
605 611 639 153 9 6
605 609 630 287 2 6
595 1190 1194 365 3 8
595 1190 1193 259 4 8
595 1165 1188 166 2 8
595 1165 1186 244 16 8
595 856 865 391 3 8
595 611 639 153 8 8
595 598 295 133 15 8
595 393 412 333 4 8
595 393 410 128 18 8
595 393 409 475 15 8
595 290 295 133 21 8
595 85 106 455 4 8
595 48 64 299 18 8
595 48 59 344 6 8
595 25 31 288 7 8
595 25 29 378 11 8
582 563 581 119 14 6
582 351 369 226 23 6
572 710 1064 311 7 2
572 562 577 113 8 2
572 562 576 61 2 2
540 718 737 364 10 8
540 546 678 471 16 8
540 492 505 393 2 8
540 492 503 170 16 8
540 492 501 99 4 8
540 393 409 475 7 8
540 355 359 355 22 8
540 355 356 283 1 8
540 291 301 347 22 8
540 291 298 171 9 8
540 291 297 421 5 8
540 231 240 79 18 8
540 231 239 329 6 8
524 520 527 50 5 5
524 520 526 118 17 5
510 492 501 99 26 6
480 1076 648 461 7 5
480 685 1196 114 20 5
480 685 565 138 23 5
467 1031 1038 392 5 6
467 978 994 442 9 6
467 890 894 95 6 6
467 827 835 10 26 6
467 742 756 315 10 6
467 477 336 162 9 6
466 961 970 328 7 8
466 475 263 23 10 8
466 249 268 366 21 8
466 171 179 410 8 8
466 171 178 108 20 8
466 71 79 92 6 8
465 1091 1100 449 17 8
465 1091 1098 469 16 8
465 585 587 26 2 8
465 563 581 119 7 8
465 563 580 203 16 8
465 563 579 110 18 8
465 560 565 138 2 8
465 424 446 272 5 8
465 424 445 202 7 8
465 273 288 326 16 8
465 211 218 39 15 8
457 458 207 290 3 6
421 1191 1198 56 4 8
421 1191 1197 443 26 8
421 1115 1120 369 15 8
421 845 851 36 21 8
421 845 850 363 13 8
421 770 778 197 12 8
421 770 777 178 11 8
421 431 1097 387 16 8
416 395 415 77 6 2
400 391 401 111 10 4
398 391 401 111 2 5
397 909 981 91 23 3
381 836 570 122 7 4
381 363 382 219 14 4
377 362 376 423 20 5
371 361 372 263 12 4
371 361 369 226 6 4
342 998 1020 394 30 8
342 977 988 52 36 8
342 825 830 216 2 8
342 791 795 74 10 8
342 698 711 144 1 8
342 561 568 28 1 8
342 561 567 181 1 8
342 495 519 269 13 8
342 353 1146 320 9 8
342 70 75 179 21 8
342 70 73 109 6 8
340 1090 1097 387 19 6
340 976 987 186 9 6
340 891 895 237 17 6
340 743 762 351 8 6
340 671 682 83 3 6
340 425 449 64 16 6
340 425 448 278 3 6
340 344 634 422 4 6
340 327 339 40 9 6
340 293 308 232 2 6
340 132 144 353 3 6
340 132 143 267 31 6
340 132 141 302 16 6
324 312 320 172 2 2
292 1092 1105 411 7 6
292 1080 1082 362 1 6
292 881 889 460 14 6
292 881 887 242 6 6
292 364 383 48 19 6
292 304 150 352 13 6
270 1080 1082 362 6 6
270 998 1020 394 1 6
270 672 684 439 8 6
270 490 498 468 15 6
270 276 1149 419 3 6
270 274 883 257 2 6
270 171 178 108 4 6
270 171 176 433 6 6
270 170 174 207 15 6
270 70 73 109 2 6
258 872 622 373 6 5
258 247 259 250 13 5
232 1160 1168 466 1 6
232 1160 1166 88 2 6
232 1094 1113 434 1 6
232 1092 1105 411 1 6
232 1081 1088 298 8 6
232 1081 1085 324 4 6
232 1045 1070 346 4 6
232 1045 1068 76 14 6
232 771 781 234 27 6
232 670 680 389 1 6
232 422 436 69 6 6
232 241 1159 160 4 6
232 134 152 426 3 6
232 134 151 360 5 6
232 81 92 67 19 6
225 124 913 312 28 3
225 124 415 77 2 3
210 740 748 384 12 8
210 607 627 167 10 8
210 215 981 91 7 8
210 28 44 220 36 8
210 28 43 238 4 8
193 379 758 9 25 5
193 181 195 273 17 5
184 1092 1105 411 21 6
184 904 928 260 21 6
184 771 781 234 4 6
184 423 443 462 2 6
184 181 195 273 8 6
183 1094 1113 434 21 7
183 1094 1112 401 8 7
183 801 812 127 9 7
183 801 811 230 14 7
183 395 415 77 18 7
183 310 313 103 14 7
182 360 367 175 8 6
182 360 366 1 6 6
182 719 739 321 5 6
182 719 738 25 19 6
182 394 414 306 1 6
182 200 1073 317 19 6
182 185 209 73 18 6
182 185 208 477 12 6
182 180 189 428 33 6
157 1118 1137 196 1 8
157 671 682 83 6 8
157 543 559 24 23 8
157 543 558 474 15 8
157 423 443 462 1 8
157 423 441 425 21 8
157 167 733 117 24 8
157 132 141 302 12 8
157 116 121 59 28 8
156 1045 1068 76 13 7
156 880 884 21 12 7
156 880 883 257 13 7
156 772 782 72 9 7
156 293 308 232 3 7
153 134 151 360 9 3
153 134 150 352 5 3
153 134 149 464 21 3
135 130 136 265 8 1
119 124 415 77 10 2
115 1090 1097 387 7 8
115 1090 1096 424 25 8
115 960 967 192 34 8
115 960 966 253 5 8
115 744 765 87 4 8
115 744 763 217 18 8
115 670 680 389 5 8
115 670 679 31 15 8
115 246 256 82 1 8
109 86 113 125 10 3
109 86 111 406 18 3
108 553 446 272 11 5
108 173 1085 324 9 5
108 86 111 406 2 5
108 86 110 249 8 5
94 430 925 53 7 5
94 430 406 161 1 5
89 911 239 329 5 4
89 81 92 67 19 4
88 81 92 67 8 4
88 7 501 99 7 4
12 16 565 138 37 5
12 1 13 381 24 5
2 25 29 378 18 6
2 14 860 158 18 6
2 4 23 45 9 6
2 4 19 246 2 6
0 1143 1159 160 10 8
0 1143 1158 286 13 8
0 773 786 123 17 8
0 773 785 308 5 8
0 522 538 399 9 8
0 522 537 456 3 8
0 494 513 342 5 8
0 246 256 82 13 8
0 246 253 100 7 8
0 9 414 306 27 8
1140 1141 1152 235 440 30 6
1140 802 745 769 413 13 6
1140 802 740 748 384 2 6
1093 1108 473 580 203 3 8
1093 800 806 1096 424 3 8
1093 800 293 308 232 12 8
1093 800 293 306 275 9 8
1093 325 1190 1193 259 6 8
1093 325 495 519 269 12 8
1093 325 331 357 13 15 8
1043 1041 1051 732 228 10 8
1043 1041 1046 1078 385 9 8
1043 564 248 263 23 13 8
1043 450 1094 1112 401 7 8
1025 1000 327 339 40 19 5
979 975 939 957 22 5 6
962 715 721 68 34 5 8
962 715 720 557 349 22 8
962 485 742 756 315 6 8
962 485 393 409 475 7 8
962 311 495 519 269 4 8
962 311 495 518 235 8 8
962 155 614 651 6 5 8
962 155 159 555 266 7 8
937 949 304 150 352 8 8
937 390 902 923 187 7 8
937 390 902 921 282 6 8
937 390 70 73 109 12 8
937 390 70 72 183 7 8
900 804 133 147 284 11 8
900 790 423 441 425 5 8
900 790 423 438 251 10 8
900 213 858 875 427 10 8
900 213 542 555 266 1 8
900 213 327 339 40 2 8
900 131 1090 1096 424 1 8
900 131 1090 1095 215 11 8
900 131 745 768 239 1 8
900 131 139 952 210 1 8
900 131 137 261 30 1 8
876 859 879 195 273 14 6
876 859 846 852 307 5 6
834 148 133 145 322 5 3
828 1164 522 537 456 11 6
828 600 670 679 31 6 6
746 818 803 821 46 11 3
725 716 997 1017 354 3 3
725 716 743 762 351 17 3
691 674 906 934 338 5 4
691 674 45 52 2 12 4
656 697 1094 1112 401 1 8
656 697 495 518 235 7 8
656 455 999 1023 458 18 8
656 26 997 1017 354 6 8
656 26 997 1015 224 8 8
656 26 717 734 417 10 8
656 26 35 989 18 1 8
656 26 27 41 213 3 8
656 26 27 38 14 11 8
620 704 696 703 15 6 5
610 131 137 261 30 1 6
605 1119 1117 1128 185 28 6
605 826 939 957 22 20 6
595 1165 1187 767 149 3 8
595 1165 1183 1135 414 14 8
595 975 490 498 468 1 8
595 936 946 552 12 10 8
595 936 935 944 437 2 8
595 936 935 942 101 5 8
583 564 248 263 23 19 3
582 166 56 852 307 4 6
572 562 571 356 283 1 2
540 718 770 777 178 7 8
540 355 1044 1067 49 3 8
524 520 523 539 211 9 5
524 299 291 297 421 2 5
510 534 522 537 456 4 6
510 492 507 217 137 1 6
510 492 505 875 427 4 6
479 621 606 623 37 5 1
479 621 606 622 373 1 1
467 1047 1042 1054 236 8 6
467 890 394 414 306 9 6
467 827 825 830 216 11 6
467 655 521 531 157 5 6
467 655 293 306 275 8 6
467 655 185 208 477 8 6
467 655 70 72 183 8 6
467 491 770 777 178 2 6
467 491 770 776 402 2 6
466 961 960 966 253 31 8
466 961 740 748 384 9 8
466 673 1162 1174 66 15 8
466 673 1046 1078 385 6 8
466 673 670 679 31 3 8
466 673 670 678 471 9 8
466 673 670 677 368 4 8
466 249 245 252 155 16 8
466 249 230 236 65 8 8
465 563 581 544 463 6 8
465 424 1040 1050 400 9 8
465 424 522 537 456 6 8
465 424 425 448 278 8 8
465 273 585 587 26 8 8
465 211 394 414 306 8 8
457 455 999 1023 458 13 6
457 455 857 869 199 11 6
457 455 541 552 12 3 6
453 450 857 869 199 6 1
421 1115 1122 1109 212 5 8
421 845 851 244 204 1 8
421 845 362 376 423 7 8
416 388 365 387 297 12 2
400 868 857 869 199 8 4
400 53 331 357 13 3 4
400 53 45 52 2 17 4
398 391 399 765 87 3 5
398 391 392 406 161 3 5
398 285 272 284 375 9 5
397 1077 1046 1078 385 3 3
397 390 70 72 183 1 3
381 775 770 776 402 9 4
381 363 995 1004 33 4 4
371 874 118 681 156 15 4
371 759 743 762 351 1 4
371 759 743 760 444 6 4
371 759 743 758 9 1 4
371 759 743 757 240 13 4
371 747 740 748 384 1 4
371 361 373 1109 212 4 4
348 724 14 860 158 4 4
348 341 935 941 130 4 4
348 341 70 72 183 6 4
342 1119 1117 1128 185 1 8
342 1119 1117 1127 97 6 8
342 977 612 646 264 4 8
342 977 612 642 271 1 8
342 856 864 537 456 11 8
342 791 846 852 307 3 8
342 791 799 865 391 2 8
342 791 83 96 17 7 8
342 698 743 757 240 24 8
342 698 712 574 331 8 8
342 561 1191 1197 443 6 8
342 450 857 869 199 1 8
340 891 899 1146 320 9 6
340 715 720 557 349 2 6
340 450 857 869 199 8 6
340 450 326 336 162 4 6
340 450 46 54 241 8 6
324 312 745 768 239 2 2
324 312 745 767 149 18 2
324 312 322 981 91 5 2
292 1030 1001 1028 268 4 6
292 1030 745 767 149 5 6
292 1030 245 252 155 1 6
292 890 394 414 306 10 6
292 890 394 413 359 3 6
292 890 248 263 23 3 6
292 890 248 261 30 4 6
292 364 385 1017 354 5 6
292 364 383 967 192 2 6
270 1080 1031 1038 392 17 6
270 1080 1031 1037 16 5 6
270 961 740 748 384 3 6
270 791 83 96 17 11 6
270 791 49 68 34 6 6
270 791 49 66 75 10 6
270 791 49 65 245 8 6
270 672 684 448 278 5 6
270 672 670 677 368 2 6
270 361 373 1109 212 3 6
270 361 370 514 416 9 6
270 171 176 990 446 7 6
270 171 28 43 238 2 6
270 170 173 1085 324 1 6
270 170 117 128 380 1 6
270 71 495 517 358 1 6
270 71 78 884 21 6 6
258 247 1046 1073 317 10 5
258 18 1059 264 70 1 5
232 1160 614 651 6 6 6
232 1160 271 283 139 5 6
232 1160 271 280 177 2 6
232 1081 586 593 431 2 6
232 791 49 65 245 3 6
232 422 434 1198 56 4 6
225 1075 1046 1073 317 9 3
225 213 327 337 304 1 3
225 213 185 207 290 1 3
210 1141 1152 235 440 3 8
210 1141 717 734 417 7 8
210 1141 717 732 228 5 8
210 1141 586 593 431 8 8
210 1141 586 588 188 7 8
210 1141 133 145 322 8 8
210 1115 1121 41 213 16 8
210 600 670 677 368 1 8
184 1092 770 776 402 4 6
184 1092 770 774 262 3 6
184 1092 607 627 167 9 6
184 904 928 952 210 7 6
184 904 901 913 312 1 6
184 845 362 376 423 2 6
184 845 327 337 304 7 6
184 181 327 337 304 7 6
184 181 197 382 219 16 6
184 84 85 106 455 21 6
184 84 85 105 436 7 6
184 84 46 54 241 17 6
183 1163 1176 1179 218 9 7
183 1163 1176 923 187 7 7
183 1163 495 517 358 7 7
183 395 392 406 161 7 7
183 395 392 404 340 6 7
183 395 392 403 152 3 7
183 325 331 357 13 1 7
183 325 327 337 304 2 7
183 310 314 934 338 5 7
183 181 197 382 219 6 7
183 181 191 795 74 20 7
182 719 1042 1054 236 3 6
182 181 191 795 74 10 6
182 180 185 207 290 7 6
157 671 49 65 245 16 8
157 561 1191 1196 114 7 8
157 364 383 967 192 1 8
157 167 733 776 402 4 8
157 116 960 966 253 3 8
157 116 123 785 308 11 8
156 1045 1162 1174 66 8 7
156 1045 1162 1173 367 6 7
156 880 1046 1071 208 2 7
156 456 1031 1037 16 8 7
156 249 230 236 65 1 7
156 249 230 235 440 13 7
153 134 149 367 175 12 3
115 718 770 774 262 1 8
115 563 581 544 463 10 8
115 311 495 517 358 6 8
115 311 394 413 359 30 8
108 553 541 552 12 6 5
108 553 541 548 201 7 5
108 553 159 555 266 4 5
108 86 112 952 210 30 5
94 82 607 627 167 3 5
88 81 326 336 162 2 4
88 7 501 38 14 2 4
37 26 27 38 14 19 1
2 600 670 677 368 7 6
2 600 604 174 207 8 6
2 600 291 297 421 13 6
2 561 1191 1196 114 3 6
2 561 117 128 380 3 6
2 355 1044 1067 49 6 6
2 355 1044 1066 121 3 6
2 355 1044 1065 3 6 6
2 355 358 489 453 14 6
2 355 28 43 238 7 6
2 355 28 42 348 12 6
0 800 28 42 348 8 8
0 773 789 1020 394 6 8
0 773 271 280 177 8 8
0 611 614 651 6 4 8
0 564 248 261 30 8 8
0 494 495 517 358 1 8
0 246 255 835 10 8 8
0 246 254 797 176 3 8
0 246 254 339 40 7 8
1169 1035 1030 245 252 155 7 4
1169 1035 1030 245 250 96 3 4
1169 444 463 684 448 278 1 4
1140 657 48 63 250 96 12 6
962 485 742 756 38 14 9 8
962 485 742 745 767 149 3 8
962 155 977 612 642 271 18 8
900 790 695 699 544 463 3 8
900 790 423 442 208 477 8 8
900 790 423 439 642 271 1 8
900 595 856 864 537 456 6 8
900 595 290 901 913 312 9 8
900 595 48 63 250 96 7 8
900 595 48 62 544 463 2 8
834 1024 1000 327 337 304 3 3
834 1024 1000 271 280 177 19 3
828 1164 1163 495 517 358 8 6
828 1164 1163 495 516 412 5 6
828 1164 1163 495 515 316 2 6
828 1164 1163 495 514 416 3 6
828 595 48 62 544 463 2 6
787 506 492 505 875 427 2 6
746 818 803 522 537 456 1 3
725 713 698 712 574 331 3 3
656 697 1094 1114 111 406 7 8
633 610 131 137 261 30 3 3
633 610 131 130 136 265 7 3
620 704 696 522 537 456 2 5
620 704 696 522 536 418 7 5
620 345 341 70 72 183 1 5
620 296 281 458 207 290 13 5
605 826 939 958 1097 387 1 6
605 826 132 903 926 148 8 6
583 427 420 426 284 375 2 3
524 500 492 505 875 427 8 5
524 500 492 291 297 421 2 5
510 534 440 650 941 130 15 6
484 892 890 248 261 30 4 1
484 468 881 394 413 359 2 1
484 468 881 70 72 183 2 1
484 468 695 699 544 463 5 1
467 1164 1163 495 514 416 1 6
467 1164 1161 25 29 378 1 6
467 655 521 533 1082 362 6 6
467 655 293 1143 1158 286 15 6
465 424 420 426 284 375 9 8
465 424 395 392 403 152 4 8
465 273 585 47 58 58 14 8
453 1182 1165 1183 1135 414 6 1
400 53 45 231 239 329 1 4
398 285 272 286 438 251 1 5
397 390 902 903 926 148 1 3
381 836 827 825 830 216 1 4
377 1192 1190 1195 471 20 9 5
377 1192 1190 1194 199 371 6 5
377 1192 1190 903 926 148 3 5
377 1192 20 4 19 246 4 5
377 929 905 978 994 442 8 5
377 886 880 1046 1071 208 4 5
371 874 858 1143 1158 286 1 4
371 874 858 960 966 253 5 4
371 874 858 873 639 153 6 4
348 724 716 743 757 240 13 4
348 724 716 726 576 61 16 4
348 724 14 860 703 15 6 4
342 1119 1117 1118 1137 196 2 8
340 450 1094 1114 111 406 1 6
340 450 1094 1112 31 288 2 6
340 450 490 495 514 416 1 6
270 961 740 750 640 397 15 6
270 361 373 1109 301 347 1 6
258 877 859 846 852 307 13 5
258 872 858 873 639 153 1 5
258 18 3 543 558 474 6 5
232 1081 422 434 1198 56 5 6
232 791 891 899 1146 320 5 6
225 213 858 873 639 153 6 3
225 213 858 871 1073 317 7 3
225 213 858 871 838 223 14 3
225 213 80 87 634 422 13 3
225 213 80 83 96 17 1 3
210 1141 1154 139 952 210 1 8
210 1141 717 735 622 373 6 8
210 1115 1122 1109 301 347 8 8
193 530 521 533 1082 362 7 5
184 845 891 899 1146 320 8 6
183 325 493 511 950 189 3 7
182 657 48 62 544 463 2 6
182 181 562 571 356 283 5 6
156 1045 1162 1175 908 467 10 7
156 772 902 903 926 148 2 7
156 456 1031 1036 1166 88 3 7
156 456 717 735 622 373 7 7
156 456 463 684 448 278 6 7
156 456 363 995 1004 33 1 7
156 456 363 995 1003 104 9 7
156 249 1047 1042 1054 236 1 7
156 249 230 233 749 62 1 7
135 50 45 231 239 329 1 1
119 124 116 123 785 308 12 2
115 936 935 995 1003 104 9 8
115 804 823 508 295 133 8 8
115 804 133 326 336 162 8 8
115 804 133 146 568 28 1 8
115 744 766 335 414 306 14 8
115 563 904 901 913 312 5 8
115 361 373 1109 301 347 2 8
109 729 716 726 576 61 8 3
109 729 408 392 403 152 3 3
108 700 696 522 536 418 5 5
108 700 696 522 535 390 3 5
108 553 541 394 413 359 1 5
94 82 212 586 588 188 5 5
88 81 1142 393 409 475 2 4
2 600 670 675 1155 102 1 6
2 561 1191 903 926 148 2 6
2 561 1191 903 925 53 5 6
2 561 695 699 544 463 19 6
0 800 28 248 261 30 2 8
0 611 614 652 144 353 5 8
0 246 255 835 527 50 2 8
1169 1035 1030 564 248 261 30 3 4
834 1024 1000 271 278 168 86 6 3
828 595 936 935 995 1003 104 1 6
828 595 611 614 652 144 353 12 6
828 595 611 614 650 941 130 1 6
725 713 698 310 314 934 338 3 3
691 242 1130 1117 1118 1137 196 6 4
691 242 1130 1117 1118 1133 330 10 4
633 610 131 1090 1095 195 273 3 3
633 610 131 312 322 981 91 1 3
633 610 131 134 149 367 175 1 3
633 610 131 132 903 925 53 5 3
633 610 131 130 136 686 300 6 3
620 345 341 935 995 1003 104 5 5
605 826 485 742 745 767 149 4 6
572 710 697 1094 1112 31 288 3 2
524 520 485 742 745 767 149 5 5
524 520 485 363 380 783 341 8 5
484 892 890 1165 1183 1135 414 4 1
484 468 1080 1031 1036 1166 88 2 1
480 468 1080 1031 1036 1166 88 1 5
480 468 1080 364 383 967 192 2 5
480 468 881 1091 1102 515 316 1 5
480 468 881 133 146 568 28 10 5
480 468 485 363 380 783 341 3 5
480 468 485 363 380 214 350 3 5
480 468 481 666 899 1146 320 7 5
480 468 325 493 511 950 189 1 5
479 468 325 493 511 950 189 2 1
467 1164 1163 880 1046 1071 208 6 6
467 1164 1163 880 392 403 152 1 6
467 1164 1163 880 392 402 154 3 6
467 1164 1163 717 735 622 373 1 6
467 1164 975 939 958 1097 387 2 6
467 1164 975 490 495 514 416 8 6
465 424 444 463 684 448 278 2 8
457 455 485 363 380 214 350 11 6
457 455 485 363 379 758 9 3 6
381 836 570 562 571 356 283 1 4
377 929 905 1117 1118 1133 330 9 5
377 929 905 930 1027 1198 56 4 5
349 462 456 363 379 758 9 2 4
349 462 456 247 1046 1071 208 1 4
349 342 1119 1117 1118 1133 330 1 4
348 953 938 272 286 438 251 8 4
232 1160 1080 364 383 967 192 6 6
232 1160 1080 364 326 336 162 2 6
232 1081 1141 717 735 622 373 10 6
232 1081 1141 133 146 568 28 6 6
232 595 611 614 650 941 130 1 6
225 213 858 1143 741 754 470 1 3
225 213 390 902 903 925 53 4 3
225 213 390 902 903 924 372 1 3
184 845 847 1062 565 757 240 10 6
157 167 733 717 735 622 373 2 8
157 167 733 717 734 966 253 2 8
153 689 673 670 675 1155 102 1 3
135 50 45 231 240 989 18 1 1
115 563 904 902 903 924 372 3 8
94 82 212 247 1046 1071 208 2 5
94 82 212 247 260 763 217 1 5
88 81 1142 393 409 449 64 7 4
0 800 293 1143 741 754 470 1 8
787 848 845 847 1062 565 757 240 1 6
787 848 845 362 376 385 1017 354 4 6
633 610 131 132 142 573 239 329 3 3
633 610 131 130 134 149 367 175 1 3
620 345 690 673 670 675 1155 102 1 5
620 345 341 935 995 1005 1028 268 1 5
620 345 341 935 995 1003 96 17 7 5
605 610 131 130 134 149 367 175 2 6
572 198 182 181 562 571 356 283 1 2
484 892 890 310 314 1139 783 341 1 1
479 468 881 996 1011 652 144 353 1 1
479 468 325 1190 1191 903 924 372 2 1
467 1164 1163 132 142 573 239 329 1 6
467 1164 975 939 958 1097 1096 424 1 6
467 1164 975 490 497 1074 65 245 3 6
465 273 585 47 57 300 777 178 3 8
416 388 307 293 1143 741 754 470 4 2
416 388 307 293 423 439 642 271 3 2
381 836 827 825 562 571 356 283 12 4
381 836 827 772 902 903 924 372 10 4
377 1192 20 4 740 750 640 397 5 5
349 462 456 363 995 1003 96 17 3 4
349 342 1119 803 977 612 642 271 6 4
349 342 1119 803 522 537 42 348 9 4
348 1086 1081 1141 133 146 568 28 2 4
258 18 3 543 180 185 207 290 2 5
232 1160 1080 1031 855 860 703 15 2 6
232 1160 1080 364 383 967 1186 244 8 6
