999

1181 1 60 4
1132 109 62 4
1131 306 95 4
1084 91 28 1
1003 106 70 4
989 204 51 4
979 79 80 4
907 359 42 4
887 126 41 4
829 355 42 4
825 76 50 4
808 417 64 4
807 133 69 4
785 77 60 4
776 406 31 2
775 334 56 4
704 182 69 4
681 117 109 5
658 57 78 4
651 325 21 2
602 274 58 4
583 360 36 3
574 152 82 5
554 466 21 2
485 115 76 4
428 184 93 4
365 127 56 4
276 459 88 4
241 305 28 2
204 451 57 4
197 208 83 5
131 180 35 3
122 345 67 4
114 371 35 2
6 183 76 5
565 585 394 6 5
557 638 58 26 1
554 507 38 23 2
551 558 2 20 5
551 555 145 13 5
505 528 300 35 5
502 517 187 15 5
502 516 369 8 5
502 514 42 26 5
502 512 14 22 5
485 1039 90 47 4
431 444 221 15 5
431 443 467 30 5
431 442 18 18 5
428 125 9 13 4
404 424 437 13 5
404 423 210 9 5
404 422 298 18 5
377 390 236 16 5
377 388 51 22 5
377 387 217 14 5
377 386 214 20 5
365 1117 309 25 4
342 354 289 17 5
342 353 52 6 5
342 352 202 28 5
342 350 255 30 5
335 339 430 15 5
335 338 203 34 5
335 337 341 8 5
319 218 478 32 3
319 9 227 26 3
303 321 383 29 5
303 320 64 20 5
303 317 307 45 5
295 298 428 10 5
264 359 219 37 4
264 173 197 8 4
254 273 40 20 5
254 272 137 43 5
254 271 215 11 5
254 270 284 38 5
253 269 323 19 4
253 268 179 28 4
251 260 196 45 4
241 781 4 20 2
216 227 225 30 5
216 226 302 9 5
216 225 303 12 5
216 224 277 6 5
216 223 351 6 5
216 222 340 10 5
216 221 74 22 5
204 739 363 34 4
197 133 321 28 5
193 210 402 25 5
193 209 116 27 5
193 208 161 17 5
193 207 375 8 5
193 205 479 16 5
181 189 442 36 5
181 188 3 22 5
179 732 477 23 4
179 482 258 36 4
167 178 164 15 5
164 528 300 1 2
164 268 179 21 2
149 875 33 45 4
148 576 0 45 4
148 259 308 22 4
148 121 248 28 4
131 828 411 17 3
122 423 210 37 4
114 454 458 16 2
85 88 41 2 5
85 87 422 22 5
85 86 292 31 5
71 81 416 23 5
71 79 43 17 5
47 57 156 28 5
47 56 256 12 5
46 52 163 16 5
46 49 162 22 5
27 1055 104 28 1
20 30 230 27 5
20 29 71 33 5
6 1184 94 25 5
6 371 83 42 5
1 9 227 11 4
1181 1175 1180 87 7 4
1132 1120 1130 366 7 4
1131 982 903 310 3 4
1121 1124 1146 252 2 5
1121 1101 1110 253 12 5
1121 999 1019 382 24 5
1121 913 929 329 11 5
1121 913 926 275 7 5
1121 215 219 120 8 5
1121 141 151 176 16 5
1112 1102 1118 82 2 1
1112 1080 443 467 3 1
1105 1100 1107 461 14 2
1105 51 81 416 1 2
1084 1071 1083 434 8 1
1074 1095 1127 165 31 5
1074 1075 1099 12 6 5
1074 995 1002 367 13 5
1074 995 1001 276 5 5
1074 725 733 150 18 5
1074 725 731 336 25 5
1026 1179 1198 426 21 5
1026 1123 1143 80 8 5
1026 1072 1090 449 5 5
1026 1072 1086 205 1 5
1026 1037 735 188 24 5
1026 1029 1050 124 5 5
1026 1029 1049 455 20 5
1026 1027 1043 346 7 5
1026 913 923 11 8 5
1003 995 1001 276 14 4
990 1156 1163 379 40 5
990 1072 1086 205 11 5
990 1031 1061 441 13 5
990 1031 1060 96 7 5
990 1000 1022 5 8 5
990 992 875 33 17 5
990 936 949 266 26 5
990 936 946 263 1 5
989 982 903 310 1 4
989 680 801 97 2 4
979 822 202 377 21 4
907 885 909 10 24 4
907 885 908 67 10 4
907 713 1133 65 16 4
887 1134 349 123 1 4
887 880 886 146 1 4
881 1177 1189 446 7 5
881 1177 1186 443 6 5
881 884 906 456 14 5
881 884 905 69 2 5
881 401 413 287 1 5
881 401 411 220 18 5
881 401 410 412 4 5
881 356 369 85 2 5
881 93 109 474 4 5
881 45 48 291 10 5
866 622 633 373 22 5
866 561 567 374 4 5
866 400 406 28 4 5
866 379 397 6 6 5
866 140 147 110 32 5
832 836 863 239 16 5
832 836 862 421 22 5
832 834 855 25 12 5
832 834 853 317 5 5
832 833 852 118 20 5
832 830 837 295 2 5
832 340 347 86 16 5
832 340 346 47 1 5
832 340 345 424 11 5
832 340 344 175 13 5
829 813 827 469 14 4
812 1178 1195 243 24 5
812 1178 1194 55 3 5
812 1178 1192 31 3 5
812 1102 1118 82 29 5
812 998 1017 148 1 5
812 822 202 377 1 5
812 811 819 173 7 5
812 728 743 105 4 5
812 401 410 412 7 5
812 401 409 149 25 5
812 356 369 85 1 5
812 92 107 89 22 5
812 92 106 365 19 5
812 92 105 20 1 5
812 90 98 380 3 5
808 796 805 350 2 4
807 796 805 350 18 4
807 796 803 37 3 4
788 761 789 362 2 0
785 427 370 286 39 4
726 1103 1119 103 14 5
726 930 932 193 2 5
726 796 803 37 11 5
726 795 801 97 19 5
726 341 349 123 13 5
726 341 348 440 8 5
726 304 327 293 5 5
726 304 325 73 24 5
726 304 324 297 3 5
726 302 313 141 6 5
704 695 702 160 6 4
704 499 863 239 21 4
700 1051 380 313 3 4
700 695 702 160 1 4
700 695 701 320 17 4
700 258 278 337 3 4
697 930 932 193 2 5
697 695 701 320 9 5
697 430 439 113 22 5
697 376 384 61 7 5
697 230 234 370 16 5
681 1199 905 69 11 5
662 996 1008 272 9 4
662 965 967 56 3 4
662 965 966 169 4 4
662 664 683 423 39 4
662 550 552 128 1 4
658 515 416 60 33 4
655 716 721 24 32 5
655 685 687 268 5 5
655 659 238 98 15 5
655 463 496 139 11 5
655 378 393 420 3 5
655 165 173 197 4 5
651 642 653 347 15 2
635 1179 1198 426 1 5
635 1179 1197 53 9 5
635 1070 1079 316 2 5
635 462 492 290 31 5
635 430 437 304 23 5
635 231 240 8 4 5
635 165 173 197 30 5
635 91 104 361 13 5
635 91 102 400 8 5
620 1156 1163 379 1 5
620 595 617 181 22 5
602 802 56 256 2 4
602 472 1099 12 10 4
602 389 429 433 1 4
591 727 741 468 6 5
591 685 687 268 16 5
591 599 905 69 15 5
591 599 647 322 7 5
591 281 288 357 19 5
591 231 240 8 6 5
591 231 238 98 2 5
591 231 237 338 5 5
583 564 584 93 2 3
583 553 677 132 5 3
574 506 947 319 20 5
574 236 397 6 6 5
568 561 567 374 3 0
565 564 584 93 5 5
565 564 582 476 28 5
565 564 581 233 7 5
565 560 566 198 2 5
565 231 237 338 12 5
551 1075 1099 12 3 5
551 1075 1098 172 2 5
551 1075 1096 59 11 5
551 996 1008 272 14 5
551 996 1007 159 24 5
551 996 1006 134 2 5
551 690 693 296 1 5
551 560 566 198 29 5
551 501 509 385 13 5
551 255 278 337 18 5
533 641 648 114 10 4
533 641 647 322 10 4
533 549 794 472 8 4
533 548 863 239 1 4
533 548 645 122 22 4
533 546 571 450 13 4
533 530 536 352 7 4
533 530 535 396 12 4
533 215 219 120 8 4
533 2 12 403 10 4
505 884 905 69 3 5
505 811 819 173 2 5
505 811 818 206 9 5
505 811 817 299 21 5
505 641 647 322 20 5
505 550 552 128 2 5
505 503 518 166 1 5
505 376 384 61 9 5
505 376 383 151 6 5
505 23 43 171 18 5
505 23 42 431 9 5
505 23 40 457 1 5
504 1155 1161 415 5 5
504 524 328 17 31 5
504 503 518 166 20 5
504 462 492 290 5 5
504 462 491 75 23 5
504 462 490 311 6 5
504 434 453 70 13 5
504 375 380 313 3 5
502 867 879 238 7 5
502 867 875 33 13 5
502 761 789 362 1 5
502 563 576 0 1 5
502 501 509 385 4 5
502 233 247 454 2 5
502 23 40 457 5 5
502 23 39 278 7 5
485 461 486 475 1 4
431 1178 1192 31 12 5
431 1070 1079 316 15 5
431 1070 1078 376 15 5
431 564 581 233 5 5
431 530 535 396 7 5
431 530 534 427 4 5
431 430 437 304 1 5
431 341 348 440 5 5
404 836 862 421 3 5
404 797 809 234 4 5
404 434 453 70 6 5
404 434 452 237 7 5
404 142 157 463 4 5
404 142 156 101 22 5
377 1029 1049 455 4 5
377 685 687 268 1 5
377 685 686 265 21 5
377 389 429 433 10 5
377 378 393 420 7 5
377 378 392 285 9 5
377 340 344 175 5 5
365 1148 603 267 27 4
365 356 369 85 13 4
365 356 364 29 4 4
342 1071 1083 434 6 5
342 1071 1082 372 14 5
342 1071 1081 386 8 5
342 562 572 452 19 5
335 1122 1141 213 9 5
335 640 645 122 7 5
335 403 418 177 20 5
335 338 941 404 12 5
335 304 324 297 8 5
303 1122 1141 213 11 5
303 1122 1140 264 13 5
303 690 693 296 3 5
295 1065 1068 186 6 5
295 1065 1066 135 16 5
295 998 1017 148 4 5
295 935 941 404 5 5
295 729 751 327 1 5
295 729 749 282 7 5
295 716 721 24 1 5
295 690 693 296 4 5
295 690 692 229 1 5
295 685 686 265 4 5
295 60 64 413 7 5
295 60 62 129 9 5
280 972 986 13 5 4
280 910 918 342 27 4
280 910 914 136 11 4
280 285 260 196 3 4
280 281 288 357 3 4
280 281 286 324 8 4
280 166 176 409 5 4
280 119 139 19 18 4
280 117 127 35 4 4
280 93 109 474 17 4
264 252 266 331 16 4
264 252 265 280 17 4
254 867 875 33 2 5
254 759 783 447 21 5
254 355 362 339 9 5
253 1028 1048 330 8 4
253 563 576 0 11 4
253 405 429 433 11 4
253 267 627 23 9 4
253 22 35 107 12 4
251 1158 1174 250 18 4
251 1158 1173 294 1 4
251 939 958 46 9 4
251 258 278 337 7 4
251 255 275 432 4 4
251 252 265 280 8 4
251 252 262 271 2 4
250 729 749 282 1 4
250 530 534 427 21 4
250 252 262 271 3 4
250 61 69 170 24 4
241 781 653 347 6 2
232 999 1019 382 7 5
232 880 886 146 5 5
232 640 643 84 18 5
232 457 471 125 10 5
232 457 470 244 21 5
232 457 469 111 3 5
232 282 290 48 18 5
232 242 152 155 7 5
217 1122 1140 264 17 4
217 997 1012 240 10 4
217 180 182 66 9 4
217 61 69 170 3 4
217 3 18 199 16 4
216 935 941 404 3 5
216 402 415 72 20 5
216 21 33 470 4 5
204 665 88 41 14 4
197 191 198 242 16 5
197 191 196 368 23 5
193 211 57 156 2 5
193 207 819 173 12 5
193 61 69 170 5 5
181 660 669 50 13 5
181 660 666 95 2 5
181 355 362 339 6 5
181 355 361 473 32 5
181 355 360 397 3 5
181 186 868 147 27 5
181 184 733 150 7 5
179 942 751 327 17 4
167 690 692 229 14 5
167 590 596 393 28 5
167 378 392 285 10 5
167 378 391 7 14 5
167 215 219 120 25 5
167 215 218 478 2 5
167 166 176 409 1 5
167 165 173 197 1 5
167 165 172 62 8 5
167 165 170 22 11 5
167 165 169 144 21 5
164 528 394 216 20 2
164 268 837 295 25 2
149 141 151 176 11 4
149 141 150 224 3 4
148 121 350 255 6 4
143 1125 1151 358 15 5
143 1125 1150 389 7 5
143 1101 1110 253 6 5
143 865 868 147 2 5
143 233 247 454 1 5
143 165 169 144 12 5
143 162 702 160 4 5
143 90 98 380 12 5
122 115 125 9 15 4
85 1123 1143 80 6 5
85 998 1017 148 3 5
85 698 712 209 3 5
85 531 542 407 1 5
85 302 313 141 4 5
85 119 139 19 3 5
85 119 138 460 6 5
85 119 136 465 1 5
72 1000 1022 5 1 5
72 84 841 251 12 5
72 83 120 332 14 5
71 715 720 228 1 5
71 715 719 279 11 5
71 593 610 189 16 5
71 593 608 261 5 5
71 375 380 313 17 5
71 82 721 24 3 5
71 82 489 398 12 5
71 80 1113 235 22 5
47 698 712 209 4 5
47 698 711 471 12 5
47 690 692 229 7 5
47 115 125 9 7 5
47 115 123 232 17 5
47 115 120 332 8 5
46 1124 1145 392 22 5
46 937 952 49 6 5
46 937 951 27 19 5
46 910 914 136 8 5
46 305 330 121 14 5
46 300 309 254 9 5
46 54 1083 434 1 5
46 51 81 416 30 5
46 50 1163 379 3 5
20 865 868 147 8 5
20 358 374 223 27 5
20 358 372 226 5 5
20 31 317 307 7 5
20 25 290 48 18 5
6 897 683 423 5 5
1 1158 1173 294 8 4
1 8 958 46 1 4
1 0 4 102 13 4
1181 1175 1176 1184 94 2 4
1181 1175 1176 1183 448 2 4
1181 1175 593 608 261 3 4
1181 1175 593 606 112 1 4
1132 1120 1130 157 463 2 4
1132 1120 1126 1154 283 4 4
1131 1120 1126 1154 283 1 4
1112 37 578 1082 372 6 1
1105 1100 1102 1117 309 8 2
1105 1100 215 218 478 2 2
1084 916 910 914 136 2 1
1074 1073 1091 423 210 8 5
1074 725 810 815 143 6 5
1026 1025 716 721 24 7 5
1026 532 543 946 263 8 5
1026 532 543 102 400 8 5
1003 995 1126 1154 283 8 4
1003 995 60 62 129 10 4
989 973 1075 1096 59 1 4
989 973 970 978 464 11 4
989 973 970 977 326 27 4
989 973 970 975 418 4 4
979 971 982 903 310 2 4
979 971 981 518 166 8 4
979 971 980 222 340 2 4
979 971 970 975 418 1 4
907 885 461 486 475 6 4
881 45 1027 1043 346 1 5
881 45 936 946 263 9 5
881 45 166 176 409 1 5
866 400 1070 1078 376 7 5
866 379 398 57 156 4 5
866 140 833 852 118 5 5
866 140 833 851 335 5 5
866 140 833 847 436 4 5
832 842 76 451 168 2 5
832 834 854 40 457 13 5
829 813 826 290 48 22 4
825 813 826 290 48 1 4
825 813 823 803 37 1 4
825 813 301 310 212 9 4
825 813 192 202 377 11 4
825 753 730 754 349 12 4
825 307 300 309 254 4 4
807 858 835 857 343 8 4
788 849 833 847 436 2 0
785 760 786 127 35 2 4
785 427 405 429 433 1 4
776 757 970 975 418 25 2
776 757 970 974 410 4 2
775 771 756 773 195 13 4
775 771 756 770 344 6 4
775 757 970 974 410 2 4
775 757 762 794 472 12 4
775 757 762 793 405 3 4
726 1103 1101 1110 253 2 5
700 1149 1125 1150 389 3 4
697 930 933 1183 448 14 5
697 930 931 809 234 14 5
697 930 831 839 257 7 5
697 930 301 310 212 4 5
697 230 1032 1063 99 7 5
681 1199 1179 1197 53 6 5
662 965 1177 1186 443 2 4
662 965 1072 1086 205 9 4
662 673 1056 617 181 5 4
662 664 1070 1078 376 4 4
658 515 416 196 368 1 4
655 620 595 617 181 2 5
655 620 595 616 453 5 5
655 45 166 176 409 2 5
651 642 1071 1081 386 5 2
651 642 867 875 33 2 2
651 642 652 1195 243 7 2
635 661 119 136 465 1 5
591 813 192 202 377 1 5
591 727 729 749 282 9 5
591 727 729 748 158 5 5
591 600 103 87 422 2 5
591 594 614 619 218 1 5
591 144 163 383 151 3 5
565 1030 1058 40 457 19 5
565 587 902 1041 241 14 5
565 231 1157 1171 78 4 5
565 231 698 711 471 6 5
557 551 255 275 432 1 1
557 551 2 12 403 11 1
554 551 2 12 403 10 2
554 551 2 11 388 4 2
533 930 93 109 474 10 4
533 930 93 108 68 2 4
505 641 595 616 453 6 5
505 376 910 914 136 1 5
505 376 695 701 320 5 5
504 1155 1162 95 462 12 5
504 1155 1159 269 323 7 5
504 1155 1102 1117 309 6 5
504 1155 1102 1113 235 11 5
504 503 70 74 312 8 5
502 930 93 108 68 2 5
502 761 716 721 24 2 5
502 761 695 701 320 9 5
502 515 416 196 368 8 5
502 23 1125 1150 389 11 5
502 23 810 815 143 1 5
431 725 810 815 143 3 5
431 725 810 814 154 3 5
431 564 578 1082 372 6 5
431 433 449 844 190 2 5
431 430 439 290 48 5 5
428 1016 998 1017 148 4 4
404 836 831 839 257 8 5
404 836 255 275 432 6 5
404 836 255 274 39 2 5
404 797 882 898 167 10 5
404 142 161 1140 264 15 5
404 142 159 872 45 1 5
377 1029 755 764 191 11 5
377 456 457 469 111 7 5
377 340 998 1017 148 3 5
342 562 972 986 13 12 5
335 1155 1102 1113 235 9 5
335 663 1122 1140 264 1 5
335 663 679 470 244 8 5
335 620 595 616 453 7 5
335 403 420 451 168 1 5
335 230 1032 1063 99 7 5
335 230 300 309 254 3 5
335 230 91 102 400 1 5
303 760 786 127 35 4 5
303 760 784 364 29 1 5
295 1065 1066 1150 389 1 5
295 1065 1027 1043 346 25 5
295 685 1157 1170 32 2 5
295 621 998 1017 148 1 5
295 621 629 473 185 25 5
295 458 478 290 48 2 5
295 458 463 496 139 1 5
295 458 463 495 378 18 5
280 990 936 946 263 1 4
280 990 936 945 192 1 4
280 990 462 490 311 4 4
280 796 913 923 11 2 4
280 641 595 616 453 3 4
280 281 998 1017 148 1 4
280 117 305 330 121 1 4
276 58 553 677 132 11 4
264 359 355 360 397 8 4
264 279 168 764 191 13 4
254 759 782 360 397 6 5
253 563 1158 1173 294 6 4
251 939 883 903 310 15 4
251 340 998 1017 148 3 4
251 340 998 1015 194 9 4
251 258 278 1117 309 2 4
250 1065 1027 1043 346 5 4
250 1065 1027 1041 241 12 4
250 1065 938 957 92 1 4
250 1065 660 666 95 12 4
250 1065 460 482 258 7 4
250 965 1072 1086 205 11 4
250 530 715 719 279 2 4
250 530 715 717 63 8 4
250 530 463 495 378 5 4
250 252 263 1086 205 2 4
241 231 698 711 471 4 2
232 999 996 1006 134 5 5
232 999 996 1005 259 8 5
232 999 70 74 312 9 5
232 912 996 1005 259 4 5
232 880 1032 1063 99 9 5
232 880 889 1166 211 3 5
232 640 833 847 436 14 5
232 640 645 978 464 9 5
217 997 1010 1043 346 4 4
217 997 1010 764 191 1 4
217 997 1009 48 291 14 4
217 180 356 364 29 1 4
217 3 455 464 387 3 4
217 3 16 1113 235 9 4
217 3 16 11 388 2 4
216 965 1072 1086 205 6 5
216 965 911 919 262 16 5
216 402 401 409 149 2 5
193 696 706 495 378 11 5
193 696 92 105 20 5 5
193 696 70 74 312 7 5
193 61 935 941 404 12 5
193 61 531 542 407 3 5
181 1155 1102 1113 235 1 5
181 187 1091 423 210 1 5
164 144 163 383 151 3 2
149 13 16 11 388 16 4
149 13 2 11 388 24 4
148 140 833 847 436 2 4
148 140 146 274 39 13 4
148 121 350 1195 243 4 4
148 121 350 413 287 5 4
143 990 462 490 311 6 5
143 990 462 489 398 16 5
143 990 305 330 121 6 5
143 165 169 62 129 10 5
143 140 146 274 39 1 5
143 90 97 406 28 1 5
131 118 115 120 332 12 3
114 454 434 451 168 7 2
85 1073 1091 423 210 1 5
85 1073 375 380 313 21 5
85 594 614 619 218 23 5
85 594 593 606 112 11 5
85 594 592 603 267 5 5
85 302 457 469 111 3 5
85 302 457 468 260 2 5
85 142 159 872 45 1 5
72 1000 1021 321 383 9 5
72 990 305 330 121 3 5
72 796 802 56 256 6 5
72 796 715 717 63 14 5
72 430 439 290 48 5 5
72 400 1070 1078 376 7 5
72 400 305 330 121 7 5
71 640 645 978 464 8 5
71 80 752 468 260 7 5
71 80 752 189 442 3 5
47 727 729 747 390 21 5
47 727 729 745 16 7 5
47 690 694 125 9 4 5
47 690 691 793 405 7 5
47 180 356 364 29 3 5
27 1055 1010 764 191 1 1
20 865 457 468 260 9 5
20 690 691 793 405 4 5
20 358 455 464 387 4 5
6 371 861 1197 53 2 5
1 685 1157 1170 32 7 4
1 685 1157 1168 328 10 4
1 685 938 957 92 11 4
1 61 531 542 407 2 4
1 61 67 966 169 7 4
1 8 368 824 270 25 4
1 0 119 136 465 6 4
1 0 7 227 225 10 4
1181 1175 1176 1124 1145 392 1 4
1181 1175 1176 940 960 26 16 4
1181 1175 1176 940 959 391 5 4
1181 890 880 889 1166 211 12 4
1105 1100 1030 1058 40 457 3 2
1026 335 230 91 102 400 4 5
1003 995 60 560 566 198 8 4
989 680 663 679 470 244 6 4
979 971 1000 1021 321 383 5 4
979 971 90 97 406 28 1 4
979 155 142 159 872 45 4 4
866 622 630 292 49 162 16 5
825 753 730 1179 1197 53 6 4
775 771 756 772 451 168 2 4
775 757 970 592 603 267 4 4
655 94 142 159 872 45 1 5
655 45 190 195 1118 82 6 5
655 45 166 93 108 68 6 5
651 17 3 16 11 388 1 2
591 295 458 463 495 378 4 5
574 506 500 937 951 27 7 5
554 507 500 937 951 27 2 2
505 550 144 163 383 151 1 5
502 930 931 809 199 119 3 5
502 761 695 699 221 74 3 5
485 1039 722 479 748 158 1 4
431 564 577 374 12 403 1 5
428 1016 1011 782 360 397 8 4
428 1016 1011 308 1195 243 7 4
404 836 831 838 209 116 20 5
404 836 255 278 1117 309 2 5
342 562 456 457 468 260 10 5
303 760 787 901 1092 414 14 5
303 94 142 159 872 45 4 5
303 94 142 156 919 262 5 5
303 94 113 163 383 151 1 5
280 641 595 593 606 112 4 4
276 864 750 729 745 16 9 4
253 563 1158 1173 30 230 2 4
251 939 456 457 468 260 1 4
251 340 998 1013 4 102 1 4
250 1065 1067 1064 225 303 2 4
250 1065 460 457 468 260 2 4
250 254 759 782 360 397 2 4
217 620 1156 1165 469 111 1 4
217 620 595 593 606 112 3 4
217 620 230 91 102 400 2 4
217 620 230 91 100 247 4 4
216 965 1177 1179 1197 53 2 5
216 965 998 1013 4 102 2 5
179 732 725 810 814 154 13 4
179 167 590 592 603 267 4 4
179 167 590 592 601 157 5 4
179 167 378 395 227 225 3 4
179 167 378 392 100 247 2 4
179 167 165 169 62 129 3 4
179 167 165 168 764 191 5 4
149 1131 1120 1126 1154 283 3 4
149 1131 1120 716 721 24 1 4
149 1131 1120 341 348 440 4 4
149 141 144 163 383 151 1 4
149 13 2 10 196 368 3 4
143 930 931 809 199 119 2 5
143 930 459 479 748 158 17 5
143 930 166 93 108 68 6 5
143 140 70 77 687 268 19 5
131 828 813 192 202 377 1 3
131 828 813 192 199 119 8 3
131 118 664 682 81 416 4 3
131 118 115 92 105 20 2 3
114 475 458 463 495 378 10 2
114 94 113 163 383 151 4 2
114 94 112 207 819 173 2 2
85 1073 375 381 633 373 1 5
72 990 1031 1061 12 403 4 5
72 990 991 539 567 374 12 5
72 990 936 949 451 168 14 5
72 990 936 948 709 201 3 5
72 990 462 492 941 404 1 5
72 990 401 412 626 36 2 5
72 796 715 719 617 181 4 5
72 430 441 272 29 71 6 5
72 430 437 539 567 374 4 5
72 400 1070 1080 443 467 10 5
72 400 1070 1078 886 146 1 5
71 640 998 1013 4 102 5 5
47 180 1032 1064 225 303 2 5
27 1055 1030 1058 40 457 3 1
20 690 756 772 451 168 7 5
20 358 695 699 109 474 1 5
1 685 1157 593 606 112 3 4
1 685 60 560 566 198 1 4
1 61 531 542 893 222 1 4
1 61 531 538 413 287 3 4
1 0 1032 1064 225 303 6 4
1181 890 880 1032 1064 225 303 1 4
1112 37 22 1155 1102 1113 235 1 1
979 971 797 882 901 1092 414 1 4
907 885 461 460 457 468 260 2 4
825 753 730 972 983 741 468 1 4
775 757 760 787 901 1092 414 3 4
775 757 760 165 168 764 191 2 4
655 45 190 715 719 617 181 9 5
591 295 760 165 168 764 191 5 5
583 843 832 834 854 40 457 3 3
554 507 500 937 953 581 233 8 2
554 507 500 595 592 601 157 1 2
533 85 1073 375 381 633 373 7 4
431 971 797 882 901 1092 414 3 5
319 303 94 112 207 819 173 27 3
280 281 685 60 65 9 227 1 4
276 864 750 729 747 893 222 9 4
276 864 750 729 744 208 161 8 4
264 646 641 595 592 601 157 1 4
264 646 641 379 398 57 156 13 4
264 646 641 379 396 536 352 10 4
253 563 1158 462 492 941 404 1 4
253 216 402 401 412 626 36 3 4
253 216 402 401 405 429 433 1 4
250 1065 358 695 699 109 474 5 4
241 781 758 60 65 9 227 3 2
217 620 230 91 103 87 422 2 4
217 193 696 70 77 687 268 2 4
217 193 696 70 76 451 168 7 4
217 193 696 70 75 1198 426 1 4
217 193 61 531 538 413 287 13 4
204 739 726 1103 1101 1110 253 2 4
204 739 726 1103 867 875 33 4 4
204 193 61 531 538 413 287 4 4
179 167 640 998 1013 4 102 12 4
179 167 551 2 10 196 368 2 4
149 1131 1120 716 721 643 84 1 4
149 1131 1120 302 315 1138 34 4 4
143 930 459 375 381 633 373 4 5
143 930 166 93 108 468 260 3 5
131 118 664 695 699 109 474 2 3
72 400 305 332 992 875 33 5 5
72 295 760 165 168 764 191 1 5
47 180 356 165 168 764 191 3 5
47 180 166 93 108 468 260 4 5
27 20 358 455 457 468 260 2 1
1112 37 22 1155 1162 95 803 37 2 1
1112 37 22 1155 1102 1116 469 111 5 1
825 753 730 1100 1030 1053 905 69 2 4
825 753 730 1100 1030 1028 1048 330 2 4
825 753 730 972 460 457 468 260 3 4
825 753 730 972 302 315 1138 34 2 4
533 85 1123 430 437 539 567 374 5 4
505 376 910 690 756 772 451 168 1 5
319 303 94 142 160 50 1163 379 4 3
280 281 685 938 998 1013 4 102 5 4
280 117 563 1158 462 492 941 404 1 4
253 216 965 358 455 457 468 260 1 4
217 620 230 91 104 221 1163 379 1 4
204 739 726 796 715 719 617 181 2 4
204 193 696 622 630 292 49 162 1 4
204 193 696 70 462 492 941 404 1 4
149 1131 1120 341 970 592 601 157 2 4
131 828 813 823 203 538 413 287 4 3
114 475 458 463 497 543 102 400 1 2
72 295 760 357 371 861 1197 53 5 5
47 180 356 165 168 764 512 14 4 5
27 20 1065 358 455 457 468 260 11 1
583 407 400 1070 1073 375 381 633 373 2 3
319 511 502 761 695 699 221 1163 379 5 3
253 216 402 401 405 426 746 269 323 13 4
204 739 726 796 913 928 721 643 84 3 4
204 193 696 70 462 492 941 178 164 3 4
131 118 664 1070 1073 375 381 633 373 1 3
122 988 714 698 695 699 221 1163 379 6 4
27 20 1065 358 695 699 221 1163 379 1 1
