957

1182 152 45 4
1181 329 50 3
1160 150 17 1
1100 209 59 4
1086 77 65 4
1082 78 60 4
1064 80 84 4
1058 61 6 0
1056 127 63 4
966 245 104 4
953 306 23 3
951 403 55 3
924 30 21 1
901 98 56 3
816 94 103 4
768 11 63 4
754 359 40 4
661 28 89 4
631 361 73 4
615 412 110 4
599 411 107 4
569 8 74 4
497 14 75 4
472 433 51 3
463 105 36 3
439 49 41 3
434 147 81 4
433 284 36 3
426 132 64 4
392 368 57 4
347 302 9 1
294 429 92 4
258 414 100 4
224 473 40 3
213 298 61 4
94 110 69 4
87 244 50 4
37 464 71 4
28 385 51 3
20 10 51 4
13 437 25 2
3 203 48 3
66 943 908 921 449 14 4
66 612 356 370 176 5 4
66 570 1145 1150 40 5 4
66 570 1145 1149 6 10 4
66 570 573 498 459 6 4
66 570 571 1070 213 1 4
66 137 152 868 271 3 4
65 927 761 765 55 1 4
65 780 785 99 435 7 4
65 732 745 928 250 6 4
56 136 946 1068 417 3 4
56 136 946 973 2 1 4
56 136 822 830 405 2 4
42 1079 1098 1000 364 7 4
42 906 915 187 231 1 4
42 342 77 92 381 5 4
28 322 1180 535 280 8 3
28 16 77 92 381 3 3
20 505 504 866 304 5 4
18 1147 784 802 316 1 4
18 1147 290 313 249 4 4
18 1147 290 312 318 2 4
18 845 846 856 289 7 4
18 845 846 854 307 24 4
18 200 211 141 309 7 4
18 34 1032 510 196 13 4
17 1015 761 765 55 11 4
17 1015 357 373 236 5 4
17 231 709 725 195 11 4
3 1159 1146 1158 323 6 3
3 1159 1146 1156 151 12 3
2 1023 1030 1073 336 15 4
2 875 994 1014 165 1 4
2 875 994 1011 258 13 4
2 875 994 1010 1 3 4
2 875 878 830 405 3 4
2 875 876 883 87 1 4
2 849 864 458 434 11 4
2 806 810 1118 261 6 4
2 14 810 1118 261 2 4
1 1135 637 653 214 2 4
1 252 259 1128 282 1 4
1 0 908 921 449 16 4
1 0 7 1040 193 1 4
1181 1176 1185 1103 649 281 3 3
1181 1176 1175 201 212 340 4 3
1181 1176 1140 1030 1073 336 4 3
1151 736 730 395 400 222 1 0
992 79 708 356 370 176 4 4
947 940 941 954 618 407 8 3
947 383 360 382 62 130 1 3
947 383 360 112 124 366 8 3
601 331 732 745 928 250 3 4
601 331 577 592 82 123 7 4
520 980 850 870 620 23 11 4
492 481 321 991 1000 364 1 3
492 481 321 326 1061 204 9 3
486 485 483 499 911 401 3 4
480 840 484 613 626 67 2 4
480 191 550 555 728 314 4 4
480 191 291 317 726 37 7 4
472 46 452 440 448 211 6 3
439 419 138 635 641 467 9 3
439 419 138 77 92 381 1 3
417 418 906 915 187 231 5 4
417 418 906 905 910 300 1 4
416 156 781 395 400 222 5 4
415 980 850 870 620 23 1 4
415 980 667 161 183 192 12 4
415 418 906 905 910 300 1 4
415 418 906 846 854 307 10 4
415 418 434 168 24 444 3 4
392 390 877 887 126 5 9 4
359 355 362 7 1040 193 8 4
347 341 159 158 169 161 1 1
320 1130 1165 905 910 300 1 4
320 1130 1135 637 653 214 3 4
320 1130 1135 356 370 176 4 4
320 1130 1135 356 368 453 3 4
320 1130 1135 190 192 235 2 4
320 1130 890 161 183 192 3 4
320 1130 0 7 1040 193 7 4
320 1130 0 5 299 326 1 4
320 925 929 210 628 264 3 4
285 840 484 613 626 67 8 4
285 840 484 503 1004 383 1 4
233 232 114 131 1060 288 2 4
230 390 877 887 126 5 8 4
213 874 850 870 620 23 6 4
213 701 671 665 674 160 11 4
202 925 929 210 628 264 32 4
144 135 140 804 47 44 14 4
144 135 137 152 868 271 4 4
144 135 136 145 248 72 1 4
81 1125 358 356 368 453 7 4
81 1125 358 356 367 184 2 4
81 445 1029 1028 1060 288 3 4
81 445 1029 990 997 32 2 4
75 985 877 887 126 5 3 4
66 570 877 887 126 5 1 4
66 570 571 1131 375 95 11 4
66 570 517 532 713 256 1 4
66 570 137 152 868 271 9 4
65 985 877 887 126 5 1 4
65 780 612 356 367 184 12 4
65 570 137 152 868 271 2 4
42 342 847 858 799 299 3 4
42 342 847 857 832 34 9 4
42 275 782 784 802 316 1 4
18 1147 1108 1121 721 137 2 4
18 845 1079 1098 1000 364 3 4
18 35 14 810 1118 261 2 4
17 1015 761 767 825 208 7 4
13 789 781 395 400 222 2 2
13 2 14 810 1118 261 1 2
1 252 261 1193 831 283 4 4
1 252 261 465 308 476 7 4
1181 1176 1175 201 610 619 194 1 3
1181 1176 1175 201 610 618 407 4 3
1181 842 840 484 503 1004 383 4 3
992 79 40 1105 1110 920 220 3 4
953 986 985 877 887 126 5 4 3
953 986 985 763 639 663 79 1 3
947 229 205 201 610 618 407 2 3
926 253 252 261 465 308 476 2 4
901 284 276 671 665 674 160 1 3
640 611 1015 761 767 825 208 5 4
601 331 1015 761 767 825 208 2 4
599 594 816 453 841 1047 139 1 4
492 481 482 55 58 674 160 6 3
480 481 482 55 58 674 160 9 4
480 191 291 318 1087 608 432 8 4
480 191 291 317 26 1104 27 7 4
472 1143 1140 1079 1098 1000 364 3 3
472 1143 1140 1030 1073 911 401 1 3
415 418 906 846 855 658 312 3 4
347 341 980 667 161 183 192 1 1
347 341 390 483 499 911 401 1 1
320 1130 1135 637 653 1186 321 4 4
320 1130 1023 1030 1073 911 401 4 4
224 583 792 782 254 272 189 3 3
224 583 575 1075 944 965 12 1 3
224 583 575 1075 944 964 273 11 3
160 1130 1023 1030 1073 911 401 6 4
160 1130 823 846 855 658 312 13 4
144 1033 1020 1029 990 997 32 4 4
144 135 975 846 855 658 312 2 4
144 135 136 946 1068 912 39 1 4
75 80 107 1002 630 462 225 2 4
65 570 137 152 868 658 312 2 4
18 1147 1163 939 382 62 130 3 4
17 42 275 782 254 272 189 9 4
13 2 875 994 990 997 32 1 2
13 2 875 994 905 910 300 1 2
13 2 875 200 211 141 309 3 2
13 2 849 863 1157 274 112 7 2
13 2 849 863 1157 72 398 7 2
13 2 552 550 555 728 314 11 2
1181 842 840 484 613 629 177 181 4 3
1058 596 579 355 362 7 1040 193 2 0
992 79 40 1105 1112 5 299 326 10 4
966 106 80 107 1002 630 462 225 5 4
901 284 276 820 1108 1121 721 137 4 3
901 284 276 447 477 268 597 173 2 3
754 139 135 136 946 1068 912 39 6 4
640 518 1027 1023 1030 1073 911 401 1 4
472 46 452 853 846 855 658 312 3 3
472 46 452 440 448 1121 721 137 7 3
347 341 1027 1023 1030 1073 911 401 4 1
347 341 980 667 1178 1193 831 283 1 1
347 341 390 845 1079 1098 1000 364 9 1
28 322 1180 1175 201 610 618 407 6 3
17 42 275 782 254 273 684 136 6 4
17 42 275 782 254 271 900 276 2 4
13 789 781 782 254 271 900 276 1 2
439 1116 1106 1115 1163 939 382 62 130 3 3
426 416 320 1130 823 846 855 658 312 1 4
426 416 320 1130 252 261 465 308 476 2 4
426 416 156 570 137 152 868 658 312 2 4
426 416 156 570 136 946 1068 912 39 19 4
28 322 1180 535 517 532 1126 43 346 4 3
28 322 320 1130 252 261 465 308 476 1 3
