974

1198 220 58 4
1143 96 35 3
1127 21 46 4
1086 275 60 4
1039 125 43 3
946 434 65 5
856 265 56 4
790 260 28 2
691 473 25 2
648 470 103 6
624 156 65 5
571 49 44 4
539 378 111 7
521 75 68 5
486 179 70 5
447 224 56 5
437 40 77 5
424 97 76 5
422 232 53 3
408 222 62 4
383 127 48 5
364 193 41 4
351 449 51 3
349 187 75 4
334 145 47 5
289 194 113 8
273 178 53 4
261 478 52 4
221 461 43 3
180 38 74 6
178 405 31 3
176 257 22 3
106 188 102 6
74 316 54 5
56 155 44 3
13 168 54 4
7 331 60 5
1120 1170 1197 271 16 6
1120 1138 1153 426 1 6
1120 1138 1151 143 8 6
1120 1123 29 320 3 6
1120 891 907 86 2 6
1120 873 887 344 9 6
1120 722 733 420 13 6
1120 503 522 18 24 6
1120 286 298 321 22 6
1120 1 11 180 4 6
1086 1064 1087 1 16 4
1039 1031 1038 207 14 3
1030 1105 1109 223 25 6
1030 1105 1106 16 17 6
1030 954 974 394 13 6
1030 954 973 211 18 6
1030 954 969 153 2 6
1030 786 794 360 7 6
1030 786 793 31 10 6
1030 400 429 253 15 6
1030 165 173 435 3 6
1030 96 104 77 7 6
1030 52 62 418 2 6
1030 35 40 447 12 6
1030 35 39 383 6 6
1030 35 38 285 7 6
1008 1055 1059 80 8 6
1008 1009 1027 351 10 6
1008 1009 1026 471 10 6
1008 1007 1024 467 11 6
1008 941 948 476 3 6
1008 800 804 130 31 6
1008 748 767 146 7 6
1008 529 553 105 28 6
1008 529 551 389 8 6
1008 529 549 174 4 6
1008 228 243 410 19 6
1008 228 240 175 5 6
1008 228 239 454 2 6
940 1160 1164 361 6 6
940 1055 1059 80 6 6
940 988 1003 176 3 6
940 943 1173 12 13 6
940 786 793 31 1 6
940 745 756 445 21 6
940 563 581 158 23 6
861 1068 1104 479 19 6
861 931 939 11 2 6
861 869 645 436 27 6
861 681 693 89 7 6
861 446 473 311 5 6
861 67 79 29 21 6
861 67 78 432 11 6
856 843 855 330 3 4
691 681 693 89 4 2
691 681 690 268 4 2
691 681 688 352 1 2
682 897 929 113 25 6
682 897 928 55 16 6
682 528 543 458 15 6
682 525 537 472 32 6
682 525 536 362 8 6
682 525 534 289 5 6
682 225 232 477 15 6
682 165 173 435 12 6
680 1046 1054 53 6 6
680 1046 1052 441 27 6
680 1032 1044 238 12 6
680 1005 1012 255 3 6
680 685 999 326 23 6
680 683 629 390 8 6
680 481 491 274 16 6
680 195 203 133 10 6
636 1160 1164 361 8 6
636 1065 1093 284 13 6
636 669 414 247 15 6
636 667 574 411 2 6
636 637 672 151 20 6
636 635 665 204 5 6
636 634 658 15 5 6
636 634 657 85 17 6
636 630 642 334 7 6
636 398 419 59 12 6
636 396 413 154 20 6
636 1 11 180 7 6
636 1 10 296 12 6
631 871 876 297 10 6
631 748 767 146 8 6
631 646 798 173 8 6
631 646 191 137 19 6
631 635 665 204 8 6
631 635 662 369 19 6
631 635 661 346 15 6
620 1061 1074 112 16 6
620 1032 1044 238 23 6
620 1032 1040 120 8 6
620 749 772 152 15 6
620 621 628 279 2 6
620 504 523 248 2 6
620 399 425 106 16 6
620 376 390 200 8 6
620 376 389 102 12 6
620 376 387 6 18 6
620 85 89 225 16 6
600 1007 1024 467 19 6
600 1007 1023 299 4 6
600 1007 1022 79 10 6
600 860 864 95 2 6
600 638 675 47 2 6
600 638 674 392 4 6
600 595 599 56 24 6
600 595 598 251 21 6
600 525 534 289 7 6
600 525 532 398 20 6
600 286 298 321 7 6
600 286 296 256 3 6
600 286 294 469 17 6
600 272 283 2 6 6
600 196 207 306 1 6
571 560 569 54 1 4
571 560 568 246 5 4
566 1121 1125 393 13 6
566 1121 1124 442 15 6
566 930 933 422 9 6
566 593 1076 91 2 6
566 565 586 267 15 6
566 561 575 294 26 6
566 561 574 411 6 6
566 531 559 314 14 6
566 272 283 2 14 6
566 121 152 13 3 6
539 423 882 406 6 7
521 503 522 18 5 5
521 503 518 43 6 5
495 787 799 455 12 6
495 787 798 173 6 6
495 787 797 199 4 6
495 750 775 82 18 6
495 603 617 464 1 6
495 563 581 158 6 6
495 563 579 281 3 6
495 342 358 215 8 6
495 342 355 205 1 6
495 342 353 335 6 6
495 271 279 209 17 6
486 480 483 444 19 5
486 362 507 34 1 5
482 1169 1192 292 18 6
482 1110 1114 414 13 6
482 621 628 279 15 6
482 621 626 218 4 6
482 595 598 251 7 6
482 563 579 281 1 6
482 494 577 226 2 6
482 481 491 274 1 6
482 124 162 439 5 6
482 65 70 119 5 6
482 0 8 348 10 6
475 1045 1049 419 7 6
475 1006 1018 219 21 6
475 987 999 326 15 6
475 931 939 11 9 6
475 931 938 26 6 6
475 931 937 364 1 6
475 931 936 124 19 6
475 931 935 36 13 6
475 840 847 415 20 6
475 840 845 202 13 6
475 840 844 374 3 6
475 802 813 216 8 6
475 802 811 58 28 6
475 697 712 115 11 6
475 697 711 122 1 6
447 1103 716 241 3 5
447 714 947 46 5 5
447 714 937 364 19 5
447 714 251 32 18 5
447 440 451 465 4 5
447 440 450 169 1 5
447 440 449 206 24 5
443 698 718 412 6 6
443 698 717 69 5 6
443 698 716 241 25 6
443 637 672 151 3 6
443 502 515 135 7 6
443 464 711 122 35 6
443 462 218 81 4 6
443 444 467 3 3 6
443 442 458 448 1 6
443 442 457 388 2 6
443 442 456 76 25 6
443 397 416 33 3 6
443 167 179 110 5 6
443 51 59 380 7 6
437 945 782 244 8 5
437 403 439 403 9 5
437 403 438 213 1 5
424 905 727 42 25 5
408 395 407 221 13 4
408 395 405 382 20 4
383 375 386 305 2 5
383 375 382 413 4 5
383 375 381 367 14 5
383 375 379 164 6 5
378 870 874 234 6 6
378 802 811 58 2 6
378 802 810 310 23 6
378 601 610 129 22 6
378 601 606 349 20 6
378 394 44 421 2 6
378 343 363 149 6 6
378 226 237 342 10 6
378 226 235 116 8 6
378 226 234 269 26 6
377 1111 1119 337 31 6
377 1111 1117 300 7 6
377 1111 1116 474 7 6
377 785 788 4 3 6
377 446 473 311 17 6
377 446 472 182 8 6
377 17 29 320 1 6
377 16 22 159 4 6
365 1007 1022 79 6 6
365 1007 1020 463 11 6
365 985 995 235 2 6
365 985 993 371 10 6
365 985 991 272 20 6
365 985 990 121 14 6
365 955 982 192 10 6
365 931 935 36 4 6
365 724 744 163 13 6
365 630 642 334 8 6
365 630 641 94 12 6
365 504 523 248 12 6
365 481 487 67 7 6
365 307 323 264 19 6
365 307 322 391 5 6
365 197 210 377 1 6
365 65 70 119 2 6
365 65 69 114 10 6
364 644 1052 441 32 4
351 341 350 324 6 3
334 309 333 138 1 5
334 151 144 65 30 5
308 1062 1076 91 11 6
308 840 844 374 5 6
308 818 837 433 19 6
308 818 836 147 10 6
308 396 413 154 8 6
308 370 373 73 1 6
308 370 371 66 6 6
305 441 455 71 2 6
305 312 467 3 14 6
305 309 333 138 6 6
305 307 322 391 17 6
305 306 318 266 17 6
305 306 317 276 33 6
287 931 935 36 13 6
287 500 507 34 21 6
287 311 339 288 20 6
287 302 1038 207 12 6
287 230 250 245 9 6
273 345 416 33 2 4
273 270 276 466 27 4
273 270 275 103 10 4
265 1139 1159 345 15 6
265 1139 1158 190 3 6
265 1139 1156 277 16 6
265 1046 1052 441 22 6
265 1046 1050 318 17 6
265 950 960 291 2 6
265 950 958 141 11 6
265 950 957 384 2 6
265 720 729 5 5 6
265 116 127 416 5 6
261 335 844 374 2 4
260 1122 1132 128 9 6
260 1065 1092 84 5 6
260 1065 1090 424 14 6
260 987 999 326 5 6
260 987 998 282 1 6
260 896 925 427 10 6
260 841 848 423 38 6
260 639 679 295 13 6
260 639 676 307 17 6
260 595 598 251 3 6
260 595 597 242 8 6
260 285 290 150 5 6
260 96 104 77 1 6
260 51 59 380 15 6
247 229 249 48 2 2
231 1111 1116 474 9 6
231 987 998 282 6 6
231 873 887 344 3 6
231 873 885 372 20 6
231 721 732 139 6 6
231 229 249 48 16 6
231 229 246 100 3 6
221 774 981 329 11 3
221 728 143 385 2 3
221 200 224 90 10 3
198 1122 1132 128 13 6
198 724 744 163 17 6
198 724 743 214 5 6
198 724 742 457 3 6
198 724 738 309 6 6
198 211 688 352 4 6
198 197 210 377 8 6
198 197 209 181 13 6
198 197 208 24 10 6
198 195 203 133 19 6
198 195 202 338 30 6
180 1099 277 323 7 6
178 824 296 256 11 3
122 842 852 229 22 6
122 842 851 233 6 6
122 123 160 440 18 6
122 123 159 450 22 6
122 123 157 322 6 6
122 121 152 13 2 6
122 120 149 438 3 6
122 119 147 92 13 6
122 117 133 313 10 6
122 117 132 363 6 6
118 139 970 400 6 6
118 138 1176 340 3 6
118 123 157 322 4 6
118 117 132 363 11 6
106 292 662 369 5 6
106 292 537 472 3 6
106 97 107 397 7 6
98 696 709 356 17 6
98 111 716 241 13 6
98 96 104 77 6 6
98 17 29 320 13 6
98 17 28 203 28 6
98 17 27 317 3 6
86 895 920 22 9 6
86 895 919 243 9 6
86 895 918 399 8 6
86 895 916 210 4 6
86 843 855 330 15 6
86 747 765 30 40 6
86 747 763 402 6 6
86 634 657 85 18 6
86 561 574 411 19 6
86 272 283 2 3 6
86 272 282 131 15 6
86 170 194 354 10 6
80 1166 1176 340 9 6
80 1166 1174 104 18 6
80 1110 1112 452 10 6
80 870 874 234 9 6
80 746 761 332 3 6
80 723 737 197 4 6
80 480 483 444 9 6
80 396 413 154 11 6
80 396 412 261 13 6
80 226 234 269 5 6
80 199 215 407 12 6
80 199 214 240 13 6
80 67 78 432 8 6
80 67 77 78 15 6
66 1006 1018 219 1 6
66 1006 1017 327 13 6
66 954 969 153 22 6
66 633 656 217 18 6
66 270 275 103 15 6
66 2 14 252 17 6
50 987 998 282 3 6
50 872 882 406 1 6
50 817 834 160 13 6
50 441 455 71 23 6
50 117 132 363 8 6
50 117 131 280 2 6
50 54 960 291 17 6
50 51 59 380 1 6
41 774 981 329 8 3
41 299 1174 104 28 3
37 720 729 5 4 6
37 681 688 352 5 6
37 681 687 453 24 6
37 445 471 376 4 6
37 48 935 36 6 6
36 1060 1071 303 7 6
36 397 416 33 5 6
36 397 415 142 4 6
36 229 246 100 4 6
36 67 77 78 1 6
36 67 76 19 3 6
36 52 62 418 38 6
30 1061 1074 112 27 6
30 695 706 357 12 6
30 531 557 230 4 6
30 500 507 34 9 6
30 200 222 28 24 6
30 200 219 429 12 6
30 200 217 231 10 6
30 33 983 183 2 6
30 32 1101 195 12 6
13 2 14 252 8 4
7 0 8 348 31 5
7 0 6 27 2 5
7 0 3 227 11 5
1198 1171 1199 1192 292 4 4
1198 1078 1063 1083 287 2 4
1198 1078 1063 1081 52 4 4
1143 1135 1139 1156 277 11 3
1120 1170 1195 132 363 1 6
1120 1170 1194 864 95 6 6
1120 1170 1169 1192 292 6 6
1120 891 904 925 427 4 6
1120 891 890 899 60 8 6
1120 891 890 898 83 17 6
1120 722 529 549 174 1 6
1120 475 697 711 122 8 6
1120 475 634 657 85 13 6
1120 475 530 556 428 3 6
1086 831 1123 29 320 4 4
1086 831 817 834 160 5 4
1086 513 501 510 304 2 4
1086 513 501 509 358 2 4
1086 190 169 191 137 3 4
1086 190 169 189 259 12 4
1086 190 169 186 431 5 4
1086 190 169 185 70 9 4
1030 1105 747 763 402 6 6
1030 564 583 837 433 2 6
1030 564 583 162 439 7 6
1030 564 500 507 34 7 6
1030 35 720 729 5 1 6
1008 1009 1006 1017 327 5 6
1008 941 948 329 41 5 6
1008 800 803 1076 91 1 6
1008 800 602 613 343 12 6
1008 800 602 612 456 3 6
964 102 95 99 63 2 2
946 941 948 329 41 1 5
946 941 561 574 411 12 5
940 1105 747 763 402 7 6
940 1105 747 762 408 5 6
940 1105 746 761 332 9 6
940 1105 286 294 469 8 6
940 1105 286 293 336 15 6
940 1105 168 181 347 2 6
940 988 1002 1125 393 1 6
940 951 963 727 42 5 6
940 816 986 996 14 2 6
940 786 1055 1059 80 6 6
940 786 1055 1058 254 1 6
940 786 1031 1038 207 10 6
940 786 1031 1036 401 4 6
940 786 795 384 148 8 6
940 786 785 788 4 3 6
940 288 1006 1017 327 6 6
940 166 698 716 241 7 6
940 166 698 715 446 3 6
861 1068 502 515 135 7 6
861 867 572 1153 426 18 6
861 867 572 235 116 1 6
861 30 32 1101 195 9 6
790 786 785 788 4 5 2
682 897 896 925 427 2 6
682 564 500 507 34 2 6
682 564 500 506 375 7 6
682 165 890 898 83 1 6
682 15 1139 1155 101 16 6
680 1005 1014 813 216 5 6
680 1005 1011 788 4 15 6
680 1005 1007 1020 463 2 6
680 1005 860 864 95 6 6
680 684 292 537 472 19 6
648 520 503 518 43 2 6
648 520 138 1176 340 3 6
636 1160 751 783 298 24 6
636 1160 527 542 396 5 6
636 398 1138 1151 143 3 6
631 871 950 957 384 3 6
631 871 749 772 152 1 6
631 871 397 415 142 1 6
631 748 1063 1081 52 8 6
631 748 1060 1071 303 6 6
631 748 1060 1069 308 2 6
631 748 752 1074 112 4 6
631 748 746 761 332 11 6
631 748 745 756 445 6 6
631 748 745 754 117 4 6
631 635 660 10 296 1 6
624 548 529 549 174 11 5
620 1032 1044 1112 452 6 6
620 1032 985 990 121 3 6
620 399 396 412 261 4 6
620 399 395 405 382 5 6
620 376 562 578 39 3 6
620 376 391 509 358 3 6
620 344 751 783 298 4 6
600 638 633 656 217 11 6
600 638 632 652 365 2 6
600 525 746 759 270 7 6
600 196 200 217 231 2 6
600 196 200 216 186 6 6
571 560 572 235 116 8 4
571 560 570 315 373 21 4
566 1121 1126 371 66 8 6
566 1121 526 538 283 2 6
566 930 169 185 70 3 6
566 565 585 1153 426 1 6
566 565 562 578 39 9 6
495 1160 527 542 396 18 6
495 1160 527 541 381 4 6
495 787 796 1075 379 6 6
495 603 618 359 140 7 6
495 525 746 759 270 5 6
495 525 532 1106 16 9 6
495 342 354 38 285 14 6
495 342 85 88 370 9 6
482 800 602 612 456 2 6
482 621 956 983 183 1 6
482 621 894 913 87 6 6
482 621 628 6 27 13 6
482 563 815 825 460 5 6
482 563 815 823 437 15 6
482 475 530 556 428 6 6
482 475 401 432 10 4 6
482 475 0 3 227 2 6
447 440 120 149 438 4 5
443 444 466 921 57 5 6
443 442 460 135 45 11 6
443 440 120 149 438 9 6
443 167 170 194 354 17 6
443 167 170 193 189 2 6
437 945 807 734 50 12 5
437 945 740 62 418 4 5
437 945 33 983 183 18 5
437 403 436 1112 452 7 5
437 403 435 150 201 1 5
424 398 1138 1151 143 1 5
424 398 1138 1150 328 3 5
422 833 817 832 262 1 3
422 398 1138 1150 328 11 3
422 398 420 457 388 10 3
422 398 419 11 180 5 3
408 145 119 147 92 3 4
408 145 119 146 8 4 4
408 145 119 144 65 5 4
378 1105 168 181 347 1 6
378 393 1011 788 4 2 6
378 343 67 76 19 16 6
377 1121 526 538 283 2 6
377 893 896 925 427 8 6
377 446 750 775 82 3 6
377 446 474 1077 368 3 6
377 446 124 162 439 2 6
377 16 860 864 95 19 6
377 16 26 276 466 7 6
365 955 979 59 380 7 6
365 897 896 925 427 1 6
364 344 751 783 298 2 4
364 128 117 131 280 6 4
351 341 1111 1116 474 11 3
351 341 400 429 253 10 3
334 524 504 523 248 3 5
308 1062 1067 1102 25 9 6
308 840 846 793 31 3 6
308 818 838 1036 401 13 6
308 801 807 734 50 14 6
308 370 1136 1146 51 6 6
305 307 325 788 4 6 6
305 307 323 268 171 1 6
287 1160 527 540 191 16 6
287 1160 168 181 347 7 6
287 931 1063 1081 52 4 6
287 931 1063 1079 98 12 6
287 931 1063 1077 368 3 6
287 370 1136 1146 51 1 6
287 370 724 738 309 17 6
287 370 720 729 5 17 6
287 370 720 726 170 2 6
287 370 720 725 0 5 6
287 230 250 235 116 2 6
273 345 340 346 157 8 4
265 1160 168 181 347 5 6
265 953 965 569 54 20 6
265 635 660 10 296 9 6
261 335 309 333 138 32 4
260 1065 1093 1036 401 5 6
260 1065 1064 1087 1 2 6
260 931 1063 1077 368 6 6
260 931 751 783 298 15 6
260 931 751 782 244 3 6
231 873 883 1084 111 23 6
231 603 618 359 140 1 6
231 603 618 318 266 1 6
231 603 615 234 269 2 6
221 730 720 725 0 2 3
198 1122 1131 219 429 4 6
198 1122 65 69 114 6 6
198 1122 65 68 301 6 6
198 444 466 921 57 6 6
198 197 209 458 448 12 6
180 1099 1067 1102 25 9 6
180 1099 1067 1101 195 1 6
180 167 170 193 189 10 6
176 166 698 715 446 5 3
176 166 170 193 189 13 3
122 1122 65 68 301 18 6
122 842 853 577 226 3 6
122 842 396 412 261 6 6
122 370 720 725 0 3 6
122 370 286 293 336 5 6
122 121 815 823 437 3 6
122 121 120 149 438 5 6
118 123 124 162 439 3 6
118 123 124 161 468 3 6
118 123 120 149 438 10 6
118 123 120 148 185 1 6
98 748 745 754 117 9 6
98 696 950 957 384 2 6
98 696 896 925 427 13 6
98 696 896 921 57 5 6
98 227 637 672 151 3 6
86 787 796 1075 379 3 6
86 272 281 21 177 16 6
80 723 747 762 408 11 6
80 565 562 578 39 6 6
80 565 562 577 226 1 6
80 403 435 150 201 1 6
66 1009 1006 1017 327 8 6
66 1009 1006 1016 293 4 6
66 954 972 58 37 4 6
66 954 969 657 85 7 6
66 595 598 497 250 4 6
66 288 1006 1015 7 11 6
66 288 397 415 142 3 6
66 270 481 487 67 1 6
66 167 170 193 189 1 6
56 357 822 727 42 5 3
50 1170 1169 1192 292 4 6
50 1170 1169 1190 88 5 6
50 1170 310 338 333 8 6
50 1170 310 336 162 3 6
50 595 598 497 250 5 6
50 54 1199 1192 292 7 6
50 51 1 10 296 22 6
41 35 720 725 0 8 3
37 988 1002 1125 393 15 6
37 988 1002 369 404 19 6
37 988 168 181 347 16 6
37 445 470 237 342 8 6
37 165 890 898 83 5 6
36 1137 986 996 14 16 6
36 1137 85 88 370 4 6
36 229 249 483 444 8 6
36 229 245 1083 287 4 6
13 555 530 556 428 1 4
13 2 870 874 234 15 4
1198 1078 64 52 62 418 1 4
1198 829 816 986 996 14 3 4
1198 829 816 441 455 71 4 4
1120 891 895 987 998 282 2 6
1120 819 1171 1199 1192 292 2 6
1086 513 501 504 523 248 1 4
1008 228 243 961 266 278 2 6
1008 228 243 961 82 68 1 6
964 952 955 979 59 380 2 2
964 221 730 720 725 0 2 2
964 221 728 143 744 163 2 2
946 941 561 576 783 298 3 5
861 1068 502 199 214 240 11 6
861 30 1061 1063 1077 368 6 6
861 30 1061 397 415 142 3 6
861 30 440 120 148 185 23 6
856 508 1183 103 1164 361 2 4
856 508 501 504 523 248 2 4
856 508 101 95 99 63 3 4
790 786 1165 500 506 375 9 2
790 786 1031 1169 1190 88 1 2
790 786 1031 1169 1188 44 4 2
682 1068 502 199 214 240 8 6
682 15 1139 745 754 117 7 6
682 15 1139 745 753 132 3 6
680 1005 1007 1024 687 453 1 6
648 520 503 519 69 114 6 6
631 871 749 770 338 333 3 6
624 548 529 550 79 29 4 5
620 786 1031 1169 1188 44 4 6
566 930 933 766 577 226 1 6
566 930 169 187 848 423 4 6
495 1135 1139 745 753 132 11 6
495 342 354 38 586 267 4 6
486 362 343 67 76 19 4 5
482 475 1171 1199 1192 292 2 6
482 475 1045 894 913 87 9 6
482 475 1045 752 1074 112 2 6
482 475 697 713 387 6 2 6
482 475 634 659 136 319 1 6
482 15 288 397 415 142 5 6
422 833 817 1136 1146 51 4 3
408 145 119 144 779 109 2 4
383 1048 1045 752 1074 112 2 5
383 375 1007 1024 687 453 7 5
383 375 1007 1020 84 425 1 5
383 375 385 211 688 352 4 5
378 941 561 576 783 298 2 6
378 802 812 795 384 148 19 6
377 475 634 659 136 319 13 6
377 475 595 598 497 250 2 6
377 475 595 340 346 157 6 6
377 475 344 751 782 244 14 6
377 446 750 746 759 270 10 6
351 619 603 615 234 269 15 3
351 341 1111 1118 622 339 6 3
349 427 400 428 438 213 8 4
349 341 1111 721 732 139 1 4
308 801 808 766 577 226 4 6
305 307 322 1145 709 356 4 6
265 1160 1062 1067 1101 195 12 6
265 1160 1062 1067 1097 273 4 6
265 1160 1062 1064 1087 1 3 6
261 260 931 751 781 166 11 4
261 260 841 1063 1077 368 1 4
261 260 639 678 173 435 2 4
198 1032 873 883 1084 111 7 6
198 1032 723 747 762 408 6 6
176 205 196 200 216 186 1 3
176 166 873 883 1084 111 2 3
176 166 873 309 333 138 3 3
122 80 403 435 150 201 5 6
118 475 344 751 781 166 5 6
118 123 634 659 136 319 2 6
118 123 124 164 497 250 11 6
98 696 950 962 371 66 2 6
98 696 896 922 1114 414 1 6
98 227 226 1063 1077 368 7 6
98 17 124 163 1074 112 4 6
83 1181 1168 745 753 132 1 3
83 80 403 435 150 201 23 3
83 80 226 1063 1077 368 1 3
66 270 481 490 983 183 20 6
66 270 481 490 99 63 6 6
37 802 812 795 384 148 8 6
37 802 226 1063 1077 368 1 6
37 165 890 902 661 346 19 6
36 1160 1062 1064 1087 1 16 6
36 1137 1171 1199 1192 292 3 6
13 555 530 556 29 320 4 4
7 514 501 504 523 248 3 5
1198 1078 64 52 747 762 408 1 4
1198 829 816 441 454 515 135 13 4
1120 891 895 987 999 712 115 2 6
1030 940 943 1173 48 935 36 7 6
1030 940 166 873 309 333 138 1 6
964 221 730 720 725 185 70 2 2
861 30 440 120 148 1112 452 5 6
682 1068 502 199 214 1074 112 1 6
648 520 503 639 678 173 435 14 6
624 708 696 896 922 1114 414 1 5
624 708 696 896 922 742 457 8 5
624 620 786 787 796 1075 379 1 5
624 548 529 550 79 1074 112 5 5
482 800 602 561 576 783 298 6 6
482 800 602 561 575 553 105 5 6
482 15 1139 1156 1194 864 95 2 6
482 15 1139 1156 1194 185 70 4 6
482 15 288 397 415 537 472 2 6
422 833 817 1136 1144 1119 337 6 3
422 398 1138 1136 1144 1119 337 3 3
422 398 1138 987 999 712 115 4 3
378 601 1066 1094 911 432 10 1 6
349 341 1111 987 999 712 115 1 4
349 341 1111 841 1063 1077 368 6 4
349 341 1111 841 894 913 87 10 4
349 341 342 354 38 586 267 2 4
273 345 923 896 922 742 457 4 4
261 260 1065 1093 1036 1079 98 1 4
261 260 595 400 428 438 213 6 4
261 260 595 340 347 744 163 4 4
261 260 342 354 38 586 267 12 4
122 36 1137 1171 1199 1192 292 10 6
118 475 1165 500 506 1146 51 7 6
118 475 595 340 347 744 163 5 6
118 475 401 65 68 534 289 1 6
118 475 228 243 961 82 68 10 6
118 475 0 119 144 779 109 2 6
83 1181 1168 745 755 712 115 19 3
83 80 801 808 766 577 226 4 3
83 80 480 1031 1169 1188 44 6 3
83 80 480 1031 1038 1176 340 11 3
83 80 480 525 532 1106 16 1 3
74 66 270 481 490 99 63 3 5
74 66 167 931 751 781 166 2 5
74 66 167 931 751 780 208 4 5
74 66 167 931 751 779 109 8 5
1198 1078 64 52 747 766 577 226 1 4
856 508 1183 1168 745 755 712 115 8 4
624 708 696 595 340 347 744 163 5 5
624 620 786 1165 500 506 1146 51 5 5
624 620 786 818 838 1036 1079 98 3 5
624 620 376 165 890 902 661 346 1 5
624 548 529 550 79 1074 765 30 1 5
486 362 343 360 322 1145 709 356 1 5
377 16 265 1160 1062 1064 1087 1 4 6
377 16 265 1160 953 965 569 54 4 6
122 198 1032 723 747 764 268 171 2 6
118 475 0 119 120 148 1112 452 1 6
106 97 0 119 120 148 1112 452 3 6
83 368 365 897 896 922 742 457 10 3
74 66 270 274 728 143 744 163 3 5
74 45 36 1137 1171 1199 1192 292 1 5
50 940 265 1160 953 965 569 54 1 6
50 940 265 1160 842 396 412 261 7 6
50 940 166 873 309 333 202 338 1 6
50 940 166 873 309 331 483 444 3 6
50 940 166 698 716 331 483 444 7 6
378 601 1066 1094 911 808 766 577 226 3 6
349 341 343 360 322 1145 709 676 307 2 4
122 198 1032 723 747 752 1074 765 30 2 6
122 118 475 0 119 120 148 1112 452 2 6
83 80 1166 17 124 163 1074 765 30 1 3
83 80 480 529 549 1156 1194 185 70 1 3
56 50 940 166 698 716 331 483 444 2 3
378 941 948 329 1094 911 808 766 577 226 6 6
261 260 601 1066 1094 911 808 766 577 226 2 4
122 118 475 722 529 549 1156 1194 185 70 2 6
122 118 475 0 529 549 1156 1194 185 70 1 6
56 50 940 265 1160 1139 1156 1194 185 70 1 3
41 774 280 271 1135 1139 1156 1194 185 70 8 3
1143 263 260 601 1066 1094 911 808 766 577 226 3 3
